latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.368,-7.0684,306.1,1.2,1.1,2018-02-12,1348,Aqua,MODIS,63,6.03,282,11.1,D,0
37.3626,-8.82,301.9,1.3,1.1,2018-02-13,1114,Terra,MODIS,38,6.03,284.4,8.1,D,0
38.6143,-8.4637,326.1,1.1,1,2018-02-14,1336,Aqua,MODIS,84,6.03,287.7,26.2,D,0
38.3448,-8.7258,306.6,1.2,1.1,2018-02-16,1144,Terra,MODIS,64,6.03,291.1,7.1,D,0
38.0239,-8.467,310,1.1,1.1,2018-02-19,1354,Aqua,MODIS,69,6.03,286.8,10.3,D,0
39.0253,-8.1649,308.4,1.2,1.1,2018-02-19,1354,Aqua,MODIS,67,6.03,276.5,12.1,D,0
39.0283,-8.1573,304.6,1.2,1.1,2018-02-19,1354,Aqua,MODIS,56,6.03,278.1,9.8,D,0
39.4576,-8.2923,308.4,1.2,1.1,2018-02-19,1354,Aqua,MODIS,67,6.03,269.5,14.1,D,0
38.0145,-8.4651,305.3,1.1,1.1,2018-02-19,1354,Aqua,MODIS,61,6.03,286.6,6.4,D,0
40.2528,-7.531,311.7,1.1,1,2018-02-20,1119,Terra,MODIS,72,6.03,290.2,10.9,D,0
39.0279,-8.1594,310,1.1,1,2018-02-20,1119,Terra,MODIS,68,6.03,291,9.6,D,0
40.2513,-7.5192,310.2,1.1,1,2018-02-20,1119,Terra,MODIS,70,6.03,289.1,9.7,D,0
39.0295,-8.1721,305.2,1.1,1.1,2018-02-20,1119,Terra,MODIS,59,6.03,290.5,6,D,0
38.0918,-8.091,304.2,1.1,1,2018-02-20,1120,Terra,MODIS,54,6.03,293.5,4.4,D,0
41.9565,-8.4304,305.7,1.8,1.3,2018-02-21,1201,Terra,MODIS,62,6.03,287.4,19.3,D,0
40.9065,-7.7021,301.7,1,1,2018-02-21,1342,Aqua,MODIS,48,6.03,287.7,5.2,D,0
39.0679,-9.0743,306.1,1,1,2018-02-21,1342,Aqua,MODIS,59,6.03,293.6,4.9,D,0
40.9081,-7.6901,302.6,1,1,2018-02-21,1342,Aqua,MODIS,53,6.03,288.1,5.7,D,0
40.8175,-7.6743,301.4,1,1,2018-02-21,1342,Aqua,MODIS,47,6.03,287.2,5.1,D,0
40.8547,-6.8361,301.1,1.1,1,2018-02-21,1342,Aqua,MODIS,44,6.03,289.7,3.6,D,0
39.011,-8.3325,306.1,1,1,2018-02-21,1342,Aqua,MODIS,59,6.03,294.8,4.4,D,0
39.0696,-9.0628,306.8,1,1,2018-02-21,1342,Aqua,MODIS,61,6.03,294.3,5.4,D,0
41.6916,-6.7509,305.2,1.1,1,2018-02-21,1343,Aqua,MODIS,61,6.03,288.6,7.1,D,0
41.7405,-8.211,319.7,1,1,2018-02-21,1343,Aqua,MODIS,80,6.03,292,17.6,D,0
41.2731,-7.3618,301.8,1,1,2018-02-21,1343,Aqua,MODIS,49,6.03,290.8,4.8,D,0
41.7143,-8.4021,302.4,1,1,2018-02-21,1343,Aqua,MODIS,52,6.03,291.8,4.4,D,0
41.69,-6.7637,349,1.1,1,2018-02-21,1343,Aqua,MODIS,96,6.03,290.7,68.2,D,0
41.6368,-7.7497,300.7,1,1,2018-02-21,1343,Aqua,MODIS,40,6.03,289.1,4.5,D,0
41.2952,-7.1896,300.4,1.1,1,2018-02-21,1343,Aqua,MODIS,33,6.03,289.3,3.4,D,0
39.2545,-8.5092,304.4,1.6,1.3,2018-02-22,1107,Terra,MODIS,59,6.03,289.7,12.3,D,0
39.8067,-7.3186,303.2,1.4,1.2,2018-02-22,1107,Terra,MODIS,55,6.03,288,9.3,D,0
38.0945,-8.1022,313.3,3.2,1.7,2018-02-22,1425,Aqua,MODIS,73,6.03,294.9,55.5,D,0
38.0835,-8.0968,306.9,3.2,1.7,2018-02-22,1425,Aqua,MODIS,33,6.03,294.9,25.8,D,0
38.0989,-8.0978,306.6,3.2,1.7,2018-02-22,1425,Aqua,MODIS,23,6.03,295.1,25.1,D,0
40.9337,-8.2407,300.1,1.3,1.1,2018-02-23,1149,Terra,MODIS,24,6.03,286.6,7.3,D,0
41.8624,-7.2142,301.4,1.4,1.2,2018-02-23,1149,Terra,MODIS,47,6.03,283.6,11.9,D,0
41.1733,-7.9655,305.9,1.3,1.1,2018-02-23,1149,Terra,MODIS,62,6.03,283.6,14.3,D,0
38.9424,-8.6477,301.3,1.4,1.2,2018-02-23,1150,Terra,MODIS,46,6.03,288.1,7.6,D,0
38.9395,-8.6322,300.6,1.4,1.2,2018-02-23,1150,Terra,MODIS,40,6.03,288.3,6.9,D,0
38.0884,-7.573,305.7,1.1,1.1,2018-02-23,1329,Aqua,MODIS,54,6.03,294.7,4.9,D,0
40.6787,-7.278,302,1,1,2018-02-23,1330,Aqua,MODIS,50,6.03,288.8,5,D,0
41.1722,-7.9663,308.2,1.1,1,2018-02-23,1330,Aqua,MODIS,67,6.03,287.1,10.6,D,0
40.954,-8.0468,302.5,1.1,1,2018-02-23,1330,Aqua,MODIS,45,6.03,289.7,5.4,D,0
40.6214,-6.938,302.2,1,1,2018-02-23,1330,Aqua,MODIS,51,6.03,289.9,4.3,D,0
40.6195,-6.9498,314.6,1,1,2018-02-23,1330,Aqua,MODIS,75,6.03,291.1,13.1,D,0
40.8013,-8.1364,302.5,1.1,1,2018-02-23,1330,Aqua,MODIS,51,6.03,287.1,5.6,D,0
42.0052,-8.5546,333.8,1.1,1,2018-02-23,1331,Aqua,MODIS,89,6.03,286.7,39.8,D,0
41.9961,-8.5512,300.3,1.1,1,2018-02-23,1331,Aqua,MODIS,32,6.03,285.8,5.1,D,0
42.0073,-8.5417,304.4,1.1,1,2018-02-23,1331,Aqua,MODIS,59,6.03,286.5,7.7,D,0
41.1485,-6.8088,307.7,2.1,1.4,2018-02-24,1054,Terra,MODIS,66,6.03,284.5,26.7,D,0
41.1467,-6.7865,305.3,2.1,1.4,2018-02-24,1054,Terra,MODIS,58,6.03,287.2,21.9,D,0
41.1488,-6.8019,316.2,2.1,1.4,2018-02-24,1054,Terra,MODIS,74,6.03,285.6,42.6,D,0
37.898,-8.4898,304,2.4,1.5,2018-02-24,1055,Terra,MODIS,58,6.03,290.1,18.8,D,0
37.9,-8.5173,300.4,2.4,1.5,2018-02-24,1055,Terra,MODIS,36,6.03,290.3,12.1,D,0
41.824,-8.5744,330.1,2.1,1.4,2018-02-24,1413,Aqua,MODIS,87,6.03,289.1,89.2,D,0
41.7294,-7.4355,300.1,2.5,1.5,2018-02-24,1413,Aqua,MODIS,23,6.03,289,14.2,D,0
41.6468,-8.3546,316.6,2.2,1.4,2018-02-24,1413,Aqua,MODIS,77,6.03,290.2,46.2,D,0
41.0325,-7.7218,307.3,2.4,1.5,2018-02-24,1413,Aqua,MODIS,65,6.03,288,27.7,D,0
41.8226,-8.5786,315.5,2.1,1.4,2018-02-24,1413,Aqua,MODIS,60,6.03,288.9,38.4,D,0
41.8242,-8.556,314.9,2.2,1.4,2018-02-24,1413,Aqua,MODIS,57,6.03,288.6,38,D,0
41.8257,-8.552,313,2.2,1.4,2018-02-24,1413,Aqua,MODIS,73,6.03,288.4,37.1,D,0
41.8088,-7.6926,305.9,2.4,1.5,2018-02-24,1413,Aqua,MODIS,62,6.03,286.9,27.2,D,0
41.8043,-7.6998,303.8,2.4,1.5,2018-02-24,1413,Aqua,MODIS,57,6.03,288.1,22.2,D,0
40.8925,-7.9131,305.1,2.3,1.5,2018-02-24,1413,Aqua,MODIS,60,6.03,288.9,21.9,D,0
40.892,-7.8937,300.2,2.3,1.5,2018-02-24,1413,Aqua,MODIS,30,6.03,288.4,12.2,D,0
40.8901,-7.9208,303.7,2.3,1.5,2018-02-24,1413,Aqua,MODIS,57,6.03,289.3,19,D,0
41.9887,-8.4965,304.3,1,1,2018-02-25,1137,Terra,MODIS,59,6.03,286.4,7.6,D,0
41.8125,-7.6233,343.1,1,1,2018-02-25,1137,Terra,MODIS,93,6.03,286.9,54,D,0
41.8442,-6.5892,311.7,1.1,1.1,2018-02-25,1137,Terra,MODIS,72,6.03,287.1,14,D,0
41.5393,-8.0572,306.8,1,1,2018-02-25,1137,Terra,MODIS,64,6.03,287.7,8.3,D,0
40.9192,-7.7857,335.9,1.1,1,2018-02-25,1137,Terra,MODIS,90,6.03,287.9,40.8,D,0
41.3435,-8.1109,302.2,1,1,2018-02-25,1137,Terra,MODIS,51,6.03,290.2,5.6,D,0
40.9172,-7.7734,303.5,1.1,1,2018-02-25,1137,Terra,MODIS,56,6.03,287.3,6.5,D,0
41.8464,-6.6022,306.8,1.1,1.1,2018-02-25,1137,Terra,MODIS,64,6.03,286.3,10,D,0
40.9242,-7.8738,304.8,1,1,2018-02-25,1137,Terra,MODIS,60,6.03,287.8,7.3,D,0
37.9011,-8.4595,306.5,1.1,1,2018-02-25,1138,Terra,MODIS,60,6.03,291.9,6,D,0
38.4236,-7.9844,303.3,1.1,1,2018-02-25,1138,Terra,MODIS,55,6.03,292.6,4.2,D,0
38.4257,-7.9968,302.5,1.1,1,2018-02-25,1138,Terra,MODIS,52,6.03,292.4,3.6,D,0
38.6072,-8.1223,301.3,1.1,1,2018-02-25,1138,Terra,MODIS,46,6.03,290.1,4.8,D,0
38.9638,-7.0464,312.1,1.4,1.2,2018-02-25,1317,Aqua,MODIS,69,6.03,295.7,13.3,D,0
38.4033,-8.2385,304.5,1.7,1.3,2018-02-25,1317,Aqua,MODIS,38,6.03,294.5,9,D,0
40.6918,-6.968,304,1.3,1.1,2018-02-25,1318,Aqua,MODIS,53,6.03,293,6,D,0
41.7885,-6.7015,303.8,1.2,1.1,2018-02-25,1318,Aqua,MODIS,57,6.03,288.4,6.5,D,0
41.8376,-6.5966,319.7,1.2,1.1,2018-02-25,1318,Aqua,MODIS,80,6.03,290.9,23,D,0
41.8351,-6.6108,303.8,1.2,1.1,2018-02-25,1318,Aqua,MODIS,57,6.03,289.9,7.1,D,0
41.5329,-8.0708,303.8,1.4,1.2,2018-02-25,1318,Aqua,MODIS,57,6.03,290,9.3,D,0
41.9542,-8.4272,306.1,1.4,1.2,2018-02-25,1318,Aqua,MODIS,63,6.03,292.3,11.2,D,0
40.3314,-6.9427,319.4,1.3,1.1,2018-02-25,1318,Aqua,MODIS,79,6.03,290.9,23.7,D,0
41.5361,-8.0541,305.7,1.4,1.2,2018-02-25,1318,Aqua,MODIS,62,6.03,289.4,11.1,D,0
40.3596,-6.9047,320.7,1.3,1.1,2018-02-25,1318,Aqua,MODIS,80,6.03,291.7,26.3,D,0
40.9222,-7.8884,317.5,1.4,1.2,2018-02-25,1318,Aqua,MODIS,78,6.03,290.3,25.9,D,0
40.9255,-7.8712,314.7,1.4,1.2,2018-02-25,1318,Aqua,MODIS,75,6.03,289.6,21.8,D,0
39.9886,-7.446,303.3,1.4,1.2,2018-02-25,1318,Aqua,MODIS,48,6.03,292.9,6,D,0
40.6235,-8.0388,319,1.5,1.2,2018-02-25,1318,Aqua,MODIS,79,6.03,290.3,28.9,D,0
40.6202,-8.0558,319.6,1.5,1.2,2018-02-25,1318,Aqua,MODIS,79,6.03,290.3,29.6,D,0
41.951,-8.444,308,1.4,1.2,2018-02-25,1318,Aqua,MODIS,66,6.03,291.8,13.7,D,0
39.8392,-7.42,338.1,1.4,1.2,2018-02-25,1318,Aqua,MODIS,91,6.03,294.7,64.6,D,0
39.8362,-7.436,315.9,1.4,1.2,2018-02-25,1318,Aqua,MODIS,76,6.03,294.9,20.3,D,0
39.906,-7.3284,301.9,1.4,1.2,2018-02-25,1318,Aqua,MODIS,49,6.03,291.6,4.4,D,0
39.903,-7.3439,304.4,1.4,1.2,2018-02-25,1318,Aqua,MODIS,59,6.03,293.9,6.5,D,0
40.1666,-7.3797,321.3,1.4,1.2,2018-02-25,1318,Aqua,MODIS,81,6.03,293.1,29.6,D,0
40.1696,-7.3635,304.2,1.4,1.2,2018-02-25,1318,Aqua,MODIS,56,6.03,291.7,7.7,D,0
41.3655,-6.6238,301.6,1.2,1.1,2018-02-25,1318,Aqua,MODIS,44,6.03,290.7,4.9,D,0
41.5476,-7.5565,309.1,1.3,1.1,2018-02-25,1318,Aqua,MODIS,67,6.03,284.4,13.8,D,0
41.5376,-7.5528,313.1,1.3,1.1,2018-02-25,1318,Aqua,MODIS,73,6.03,286.9,18.8,D,0
40.3243,-6.9349,312.6,1.3,1.1,2018-02-25,1318,Aqua,MODIS,67,6.03,290.9,14.9,D,0
41.8534,-7.7433,301,1.1,1.1,2018-02-25,2243,Terra,MODIS,37,6.03,271.3,11.7,N,0
41.6575,-7.8305,309.9,3.7,1.8,2018-02-26,1042,Terra,MODIS,69,6.03,282.3,83.9,D,0
41.6643,-7.8211,314.5,3.7,1.8,2018-02-26,1042,Terra,MODIS,75,6.03,281.6,107,D,0
41.7559,-8.3014,307.2,1.5,1.2,2018-02-26,1401,Aqua,MODIS,65,6.03,281.1,16.7,D,0
41.733,-8.3121,327.7,1.5,1.2,2018-02-26,1401,Aqua,MODIS,85,6.03,279.9,48.5,D,0
41.7277,-8.3215,320.4,1.5,1.2,2018-02-26,1401,Aqua,MODIS,80,6.03,277.7,35.6,D,0
41.7294,-8.3041,315.3,1.5,1.2,2018-02-26,1401,Aqua,MODIS,76,6.03,278.3,27.4,D,0
41.7002,-7.0368,310.7,1.7,1.3,2018-02-26,1401,Aqua,MODIS,70,6.03,288.7,20,D,0
41.7761,-7.846,303,1.6,1.2,2018-02-26,1401,Aqua,MODIS,54,6.03,288.3,11.2,D,0
41.7428,-8.208,300.2,1.5,1.2,2018-02-26,1401,Aqua,MODIS,29,6.03,274.8,12.2,D,0
41.6475,-7.3781,314.3,1.7,1.3,2018-02-26,1401,Aqua,MODIS,75,6.03,288.2,27,D,0
41.6493,-7.358,302.7,1.7,1.3,2018-02-26,1401,Aqua,MODIS,46,6.03,288.1,9.5,D,0
41.6814,-7.3848,305.8,1.7,1.3,2018-02-26,1401,Aqua,MODIS,62,6.03,290.2,14.3,D,0
41.8604,-7.664,303.5,1.6,1.2,2018-02-26,1401,Aqua,MODIS,56,6.03,290.4,8.6,D,0
41.7556,-7.5597,304.3,1.6,1.3,2018-02-26,1401,Aqua,MODIS,56,6.03,291.6,8.6,D,0
41.7119,-7.0382,326,1.7,1.3,2018-02-26,1401,Aqua,MODIS,84,6.03,289,51,D,0
41.5542,-8.01,325,1.5,1.2,2018-02-26,1401,Aqua,MODIS,83,6.03,277.1,47.2,D,0
41.5524,-8.0279,302.6,1.5,1.2,2018-02-26,1401,Aqua,MODIS,53,6.03,276.3,13,D,0
41.8716,-7.7856,314.4,1.6,1.2,2018-02-26,1401,Aqua,MODIS,75,6.03,287.4,24.1,D,0
41.871,-7.7912,313.6,1.6,1.2,2018-02-26,1401,Aqua,MODIS,74,6.03,287.2,24.8,D,0
41.7542,-8.3188,303.4,1.5,1.2,2018-02-26,1401,Aqua,MODIS,53,6.03,278.6,12.6,D,0
41.877,-7.7422,309.9,3,1.6,2018-02-26,2148,Terra,MODIS,79,6.03,271.6,71.5,N,0
41.8774,-7.748,309.6,3,1.6,2018-02-26,2148,Terra,MODIS,78,6.03,271.5,70.7,N,0
41.7392,-8.2028,300.8,2.5,1.5,2018-02-27,0200,Aqua,MODIS,29,6.03,277.5,29.6,N,0
41.7253,-8.2029,301,2.5,1.5,2018-02-27,0200,Aqua,MODIS,34,6.03,277.3,30,N,0
41.7346,-8.231,311.5,2.5,1.5,2018-02-27,0200,Aqua,MODIS,74,6.03,278.8,53.7,N,0
41.7326,-8.1975,307.1,2.5,1.5,2018-02-27,0200,Aqua,MODIS,58,6.03,277.3,42.4,N,0
41.6979,-8.4815,310.7,1.8,1.3,2018-03-21,1407,Aqua,MODIS,70,6.03,291,20.3,D,0
41.7077,-8.4696,303.6,1.8,1.3,2018-03-21,1407,Aqua,MODIS,49,6.03,290.4,10.7,D,0
41.706,-8.491,304.3,1.8,1.3,2018-03-21,1407,Aqua,MODIS,53,6.03,290.1,11.6,D,0
39.8851,-7.1892,304.6,1,1,2018-03-22,1131,Terra,MODIS,59,6.03,291.6,5.4,D,0
41.6715,-7.66,303.1,1,1,2018-03-22,1131,Terra,MODIS,45,6.03,291.8,5.1,D,0
41.2849,-7.4415,306.5,1.4,1.2,2018-03-27,1150,Terra,MODIS,42,6.03,292.4,8,D,0
40.67,-7.438,307.8,1,1,2018-03-27,1330,Aqua,MODIS,59,6.03,295.7,5.6,D,0
40.6209,-8.0319,306.9,1.1,1,2018-03-27,1330,Aqua,MODIS,56,6.03,293.5,5.9,D,0
38.038,-8.3392,313.7,1.2,1.1,2018-03-27,1330,Aqua,MODIS,69,6.03,297.6,10.8,D,0
41.8928,-6.9084,331.2,1,1,2018-03-27,1331,Aqua,MODIS,86,6.03,294.6,28.1,D,0
41.6679,-7.3479,305.1,1,1,2018-03-27,1331,Aqua,MODIS,48,6.03,293.6,3.7,D,0
41.4701,-7.5463,304.9,1,1,2018-03-27,1331,Aqua,MODIS,44,6.03,294.5,4.3,D,0
41.8909,-6.9204,322.2,1,1,2018-03-27,1331,Aqua,MODIS,80,6.03,295.3,17.5,D,0
41.7149,-7.2782,311.9,1,1,2018-03-27,1331,Aqua,MODIS,68,6.03,293.8,8.7,D,0
41.6763,-6.6201,307.1,1,1,2018-03-27,1331,Aqua,MODIS,52,6.03,295.3,4.1,D,0
40.2577,-7.4944,307.6,1.1,1,2018-03-29,1138,Terra,MODIS,66,6.03,287.7,7.1,D,0
37.1358,-8.1209,307.2,1,1,2018-03-31,1126,Terra,MODIS,59,6.03,293.3,5.4,D,0
37.1606,-7.5938,302.4,2.2,1.4,2018-04-03,1157,Terra,MODIS,45,6.03,287.4,11.2,D,0
41.7319,-7.246,314.6,1.2,1.1,2018-04-17,1349,Aqua,MODIS,69,6.03,296.6,10.9,D,0
41.2621,-7.0875,316.7,1.2,1.1,2018-04-17,1349,Aqua,MODIS,70,6.03,299,12.1,D,0
40.6049,-7.2415,313.3,1.2,1.1,2018-04-17,1349,Aqua,MODIS,64,6.03,293.8,10,D,0
41.8508,-7.0846,308.3,1.2,1.1,2018-04-17,1349,Aqua,MODIS,54,6.03,296.7,5.9,D,0
41.8475,-8.8219,307.8,1.5,1.2,2018-04-18,1113,Terra,MODIS,46,6.03,296.1,7.7,D,0
41.8492,-8.8392,312.8,1.5,1.2,2018-04-18,1113,Terra,MODIS,62,6.03,295.2,14.4,D,0
41.9029,-6.593,308.9,2.5,1.5,2018-04-18,1254,Aqua,MODIS,46,6.03,297.5,18.2,D,0
41.4289,-7.4694,307.4,2.9,1.6,2018-04-18,1254,Aqua,MODIS,45,6.03,295.7,21.3,D,0
41.3164,-7.9063,310.4,4.4,1.9,2018-04-18,1432,Aqua,MODIS,37,6.03,297.6,47.7,D,0
41.2291,-7.9085,325.3,1.7,1.3,2018-04-19,1156,Terra,MODIS,81,6.03,294.8,43,D,0
41.5632,-8.2796,312.3,1.6,1.2,2018-04-19,1156,Terra,MODIS,60,6.03,291,13.9,D,0
39.197,-7.8032,305.7,1,1,2018-04-19,1336,Aqua,MODIS,45,6.03,287.8,4.1,D,0
40.345,-7.4222,312.5,1,1,2018-04-19,1336,Aqua,MODIS,63,6.03,298.5,5.9,D,0
39.1952,-7.8148,305.3,1,1,2018-04-19,1336,Aqua,MODIS,41,6.03,288.3,4,D,0
41.2195,-7.2507,321.6,1,1,2018-04-19,1337,Aqua,MODIS,75,6.03,301.6,12.7,D,0
41.4507,-6.9169,313.6,1,1,2018-04-19,1337,Aqua,MODIS,44,6.03,301.1,4.9,D,0
41.47,-7.7498,314.3,1.9,1.3,2018-04-20,1101,Terra,MODIS,70,6.03,288.8,24.4,D,0
41.0043,-7.7361,311.7,1.9,1.3,2018-04-20,1101,Terra,MODIS,66,6.03,295.8,16.6,D,0
40.5069,-7.4852,336.9,1.8,1.3,2018-04-20,1101,Terra,MODIS,89,6.03,296.7,77.2,D,0
40.5051,-7.4642,313.3,1.8,1.3,2018-04-20,1101,Terra,MODIS,29,6.03,294.9,15.6,D,0
40.4998,-7.4923,325.5,1.8,1.3,2018-04-20,1101,Terra,MODIS,82,6.03,295,44.4,D,0
40.498,-7.4715,324.7,1.8,1.3,2018-04-20,1101,Terra,MODIS,81,6.03,294.8,42.7,D,0
41.456,-7.7283,311.4,1.9,1.3,2018-04-20,1101,Terra,MODIS,65,6.03,290.8,18.2,D,0
41.0024,-7.7128,307,1.9,1.3,2018-04-20,1101,Terra,MODIS,53,6.03,295.1,9,D,0
41.4682,-7.7275,325.5,1.9,1.3,2018-04-20,1101,Terra,MODIS,82,6.03,290.9,51.9,D,0
41.7641,-8.2263,309.4,2,1.4,2018-04-20,1101,Terra,MODIS,54,6.03,295.8,13.3,D,0
41.7654,-8.2189,309,2,1.4,2018-04-20,1101,Terra,MODIS,52,6.03,295,13.7,D,0
41.3413,-7.7505,329.1,4.5,2,2018-04-20,1242,Aqua,MODIS,85,6.03,292.2,229.7,D,0
41.3405,-7.7435,328.8,4.5,2,2018-04-20,1242,Aqua,MODIS,85,6.03,292.2,225.7,D,0
41.0846,-7.9549,303.3,2.8,1.6,2018-04-20,1420,Aqua,MODIS,42,6.03,283.9,16.1,D,0
41.8066,-6.8873,313.1,1,1,2018-04-23,1132,Terra,MODIS,64,6.03,299,6.3,D,0
41.5325,-7.8337,312,1.7,1.3,2018-04-23,1312,Aqua,MODIS,56,6.03,298.5,11.7,D,0
41.9177,-6.7191,321.7,1.4,1.2,2018-04-23,1312,Aqua,MODIS,75,6.03,300,22.1,D,0
41.9146,-6.7356,321.2,1.4,1.2,2018-04-23,1312,Aqua,MODIS,75,6.03,299.7,21.5,D,0
41.7185,-8.5211,308.8,1,1,2018-04-23,2238,Terra,MODIS,76,6.03,276,11.3,N,0
41.009,-8.0944,317.9,1.2,1.1,2018-04-24,1355,Aqua,MODIS,67,6.03,300.4,11.6,D,0
41.6319,-8.6108,315,1.2,1.1,2018-04-24,1355,Aqua,MODIS,58,6.03,301.2,8.3,D,0
41.601,-8.6197,316.9,1.2,1.1,2018-04-24,1355,Aqua,MODIS,63,6.03,301.8,9.8,D,0
41.6261,-6.5112,313.6,1.5,1.2,2018-04-24,1355,Aqua,MODIS,54,6.03,300.4,8,D,0
42.0081,-8.608,314.1,1.2,1.1,2018-04-24,1355,Aqua,MODIS,55,6.03,301.4,6.4,D,0
