latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
41.4914,-7.459,308.1,1.3,1.1,2019-01-11,1318,Aqua,MODIS,67,6.03,279.4,17.8,D,0
41.9773,-8.2966,309.7,1.4,1.2,2019-01-11,1318,Aqua,MODIS,69,6.03,282.6,19.8,D,0
41.7473,-8.2966,319.9,1.1,1,2019-01-11,2243,Terra,MODIS,99,6.03,278.4,24.8,N,0
41.7565,-8.2993,326.8,1.1,1,2019-01-11,2243,Terra,MODIS,100,6.03,274.9,33.3,N,0
42.0694,-8.1484,309.8,1.5,1.2,2019-01-12,1401,Aqua,MODIS,69,6.03,282.1,23.3,D,0
42.0678,-8.1663,304.2,1.5,1.2,2019-01-12,1401,Aqua,MODIS,58,6.03,282,16.3,D,0
42.0658,-8.1492,308.2,2.5,1.5,2019-01-13,0159,Aqua,MODIS,74,6.03,270.4,54.5,N,0
41.7744,-7.9166,304.1,1,1,2019-01-13,1125,Terra,MODIS,58,6.03,279.1,9.3,D,0
42.0196,-8.1691,305,1.1,1,2019-01-13,1125,Terra,MODIS,60,6.03,285.4,9.3,D,0
41.4017,-7.8138,307.6,1,1,2019-01-13,1125,Terra,MODIS,66,6.03,281.7,11.2,D,0
39.1597,-9.1449,304.5,1.1,1,2019-01-13,1125,Terra,MODIS,59,6.03,285.1,8.9,D,0
41.3579,-7.7713,328.2,2.5,1.5,2019-01-14,1208,Terra,MODIS,85,6.03,283.3,108.5,D,0
38.839,-7.1016,300.5,1.1,1.1,2019-01-14,1347,Aqua,MODIS,31,6.03,288.2,4.3,D,0
38.2717,-8.392,300.3,1,1,2019-01-14,1347,Aqua,MODIS,35,6.03,288,4.5,D,0
38.4846,-9.1256,318.9,1,1,2019-01-14,1347,Aqua,MODIS,79,6.03,287.8,17.9,D,0
38.659,-8.6634,301.4,1,1,2019-01-14,1347,Aqua,MODIS,46,6.03,287.8,4.6,D,0
41.4484,-7.7409,305.6,1.1,1.1,2019-01-14,1348,Aqua,MODIS,62,6.03,285.1,9.2,D,0
38.9382,-8.6357,300.2,1,1,2019-01-14,1348,Aqua,MODIS,31,6.03,286.7,4.9,D,0
41.8235,-7.8311,300.1,1.1,1.1,2019-01-14,1348,Aqua,MODIS,28,6.03,285.7,6,D,0
40.927,-7.8217,302.3,1.1,1,2019-01-14,1348,Aqua,MODIS,51,6.03,286.2,6.5,D,0
41.2462,-7.6563,307.3,1.1,1.1,2019-01-14,1348,Aqua,MODIS,65,6.03,283.3,12.1,D,0
41.8375,-7.9259,300.3,4.5,2,2019-01-14,2136,Terra,MODIS,25,6.03,273.4,71.6,N,0
41.8375,-7.9177,302.9,4.5,2,2019-01-14,2136,Terra,MODIS,52,6.03,273.6,89.1,N,0
41.8624,-7.9303,306.1,2.9,1.6,2019-01-14,2314,Terra,MODIS,67,6.03,274.8,51,N,0
41.8639,-7.9361,310,2.9,1.6,2019-01-14,2314,Terra,MODIS,79,6.03,274.8,62.8,N,0
41.8498,-7.8948,302.1,2.9,1.6,2019-01-14,2314,Terra,MODIS,47,6.03,275.2,41.2,N,0
41.8511,-7.9008,303.2,2.9,1.6,2019-01-14,2314,Terra,MODIS,54,6.03,275.3,46.6,N,0
41.3641,-7.7735,308.4,1.3,1.1,2019-01-15,1113,Terra,MODIS,67,6.03,279.4,15.9,D,0
41.3659,-7.79,316.8,1.3,1.1,2019-01-15,1113,Terra,MODIS,77,6.03,280,26.2,D,0
37.1951,-8.1713,306.3,1.2,1.1,2019-01-15,1114,Terra,MODIS,63,6.03,287.3,11.2,D,0
41.755,-8.2408,321.6,3.2,1.7,2019-01-15,1253,Aqua,MODIS,81,6.03,278.6,114,D,0
41.7528,-8.2483,315.4,3.2,1.7,2019-01-15,1253,Aqua,MODIS,71,6.03,278.8,89.7,D,0
40.3499,-7.5518,314.8,1.8,1.3,2019-01-16,1156,Terra,MODIS,47,6.03,272.2,39.1,D,0
37.9507,-8.7962,301.3,1,1,2019-01-20,2236,Terra,MODIS,40,6.03,280.2,7.7,N,0
39.0335,-7.1229,300.4,1,1,2019-01-23,1341,Aqua,MODIS,35,6.03,287.4,5,D,0
39.352,-8.308,314.3,1.4,1.2,2019-01-25,1150,Terra,MODIS,75,6.03,288.1,23.1,D,0
39.349,-8.2921,320.3,1.4,1.2,2019-01-25,1150,Terra,MODIS,80,6.03,288.5,32.1,D,0
38.2822,-8.6967,304,1.4,1.2,2019-01-25,1150,Terra,MODIS,58,6.03,289.3,9.8,D,0
41.2952,-7.9389,308.7,1,1,2019-02-05,1131,Terra,MODIS,67,6.03,281.3,11.5,D,0
41.2935,-7.9272,302.1,1,1,2019-02-05,1131,Terra,MODIS,51,6.03,279.3,7.4,D,0
38.5659,-8.6734,304.6,1,1,2019-02-05,1132,Terra,MODIS,59,6.03,286.9,7.5,D,0
38.0103,-8.2412,302.3,1,1,2019-02-05,1132,Terra,MODIS,52,6.03,286.6,5.5,D,0
38.0086,-8.2299,300.8,1,1,2019-02-05,1132,Terra,MODIS,42,6.03,287.2,4.6,D,0
38.3371,-8.6755,304.4,1.1,1,2019-02-06,1354,Aqua,MODIS,47,6.03,291.1,4.4,D,0
40.4217,-7.5278,315.1,2.2,1.4,2019-02-08,1202,Terra,MODIS,72,6.03,283.2,46.2,D,0
40.4226,-7.5331,310.7,2.2,1.4,2019-02-08,1202,Terra,MODIS,70,6.03,282.9,39.1,D,0
40.4166,-7.5061,302.7,2.2,1.4,2019-02-08,1202,Terra,MODIS,53,6.03,282.9,23,D,0
38.0861,-8.7818,312.6,1,1,2019-02-08,1341,Aqua,MODIS,63,6.03,289.9,10.7,D,0
38.0844,-8.7931,323.8,1,1,2019-02-08,1341,Aqua,MODIS,62,6.03,289.8,21.1,D,0
40.4238,-7.5301,307,1,1,2019-02-08,1342,Aqua,MODIS,65,6.03,285.8,9,D,0
38.6169,-8.4498,301.7,1.1,1,2019-02-12,1138,Terra,MODIS,46,6.03,290.1,4.6,D,0
38.5412,-7.9364,303,1.1,1,2019-02-12,1138,Terra,MODIS,34,6.03,289.2,5,D,0
40.1058,-8.198,308.1,1.4,1.2,2019-02-13,1400,Aqua,MODIS,67,6.03,286.9,15.8,D,0
40.1042,-8.2137,305.8,1.4,1.2,2019-02-13,1400,Aqua,MODIS,62,6.03,286.9,12.7,D,0
41.5693,-7.9057,303.7,1.5,1.2,2019-02-13,1401,Aqua,MODIS,57,6.03,289.9,10.4,D,0
41.6615,-7.6588,302.7,1.6,1.2,2019-02-13,1401,Aqua,MODIS,53,6.03,290,10.8,D,0
41.9019,-8.5011,351.3,1.1,1,2019-02-14,1125,Terra,MODIS,96,6.03,289.7,73.6,D,0
41.9002,-8.4884,310.1,1.1,1,2019-02-14,1125,Terra,MODIS,70,6.03,289.1,11.4,D,0
41.761,-8.3417,333.1,1.1,1,2019-02-14,1125,Terra,MODIS,88,6.03,289.4,36.8,D,0
41.3726,-7.7666,307,1,1,2019-02-14,1125,Terra,MODIS,65,6.03,282.4,9.6,D,0
41.371,-7.7545,326.7,1,1,2019-02-14,1125,Terra,MODIS,85,6.03,285.5,27.5,D,0
41.1876,-8.0357,302.9,1,1,2019-02-14,1125,Terra,MODIS,54,6.03,285.8,7,D,0
40.474,-7.4694,349,1,1,2019-02-14,1125,Terra,MODIS,96,6.03,287.1,63.1,D,0
40.4723,-7.4578,315.2,1,1,2019-02-14,1125,Terra,MODIS,75,6.03,285,15.9,D,0
40.1634,-7.297,303.3,1,1,2019-02-14,1125,Terra,MODIS,56,6.03,287.2,6.8,D,0
38.9697,-8.7244,301,1,1,2019-02-14,1125,Terra,MODIS,44,6.03,289.7,4,D,0
40.4695,-7.4703,301.6,2.1,1.4,2019-02-14,1305,Aqua,MODIS,48,6.03,286.5,18.3,D,0
41.3681,-7.7558,307.7,2,1.4,2019-02-14,1306,Aqua,MODIS,65,6.03,286.2,23.7,D,0
41.7509,-8.3347,308.5,2.1,1.4,2019-02-14,1306,Aqua,MODIS,67,6.03,290.1,25.7,D,0
41.361,-7.7703,314.3,2,1.4,2019-02-14,1306,Aqua,MODIS,75,6.03,285.4,39.7,D,0
41.363,-7.779,306.3,2,1.4,2019-02-14,1306,Aqua,MODIS,59,6.03,284.8,21.6,D,0
41.7208,-6.8912,301.4,1,1,2019-02-14,2230,Terra,MODIS,41,6.03,277.6,8.9,N,0
42.0948,-8.2096,332.5,1,1,2019-02-14,2231,Terra,MODIS,100,6.03,282.2,36,N,0
41.8659,-7.9141,309.4,1.1,1.1,2019-02-15,1348,Aqua,MODIS,46,6.03,281.1,11.6,D,0
41.8753,-7.9163,307,1.1,1.1,2019-02-15,1348,Aqua,MODIS,42,6.03,280.3,9.8,D,0
41.4507,-7.8993,305.2,3.1,1.7,2019-02-16,1253,Aqua,MODIS,61,6.03,287.4,33.4,D,0
41.4494,-7.9078,304.4,3.1,1.7,2019-02-16,1253,Aqua,MODIS,59,6.03,287.7,32.8,D,0
40.1554,-7.3064,302.6,1.7,1.3,2019-02-21,1311,Aqua,MODIS,53,6.03,278.5,13,D,0
40.1531,-7.3103,300.7,1.7,1.3,2019-02-21,1311,Aqua,MODIS,38,6.03,278.5,10.6,D,0
40.1638,-7.2809,313.8,1.3,1.1,2019-02-22,1354,Aqua,MODIS,74,6.03,287.6,18.9,D,0
40.9513,-8.0824,313.4,1.2,1.1,2019-02-22,1354,Aqua,MODIS,74,6.03,288.3,16.2,D,0
40.9498,-8.0967,305.7,1.2,1.1,2019-02-22,1354,Aqua,MODIS,62,6.03,287.1,9,D,0
41.033,-7.6931,308.4,1.3,1.1,2019-02-22,1354,Aqua,MODIS,67,6.03,285.3,12.5,D,0
41.723,-6.9118,307.2,1.4,1.2,2019-02-22,1355,Aqua,MODIS,65,6.03,284.3,14.2,D,0
41.7212,-6.9293,308.5,1.4,1.2,2019-02-22,1355,Aqua,MODIS,67,6.03,283.3,15.4,D,0
41.5381,-8.331,303.9,1.8,1.3,2019-02-24,1201,Terra,MODIS,57,6.03,289.1,11.3,D,0
41.5334,-8.3087,302.7,1.9,1.3,2019-02-24,1201,Terra,MODIS,51,6.03,289.6,9.8,D,0
41.5304,-8.3252,316.2,1,1,2019-02-24,1342,Aqua,MODIS,76,6.03,281.4,15,D,0
41.6492,-7.8519,307.8,1,1,2019-02-24,1342,Aqua,MODIS,66,6.03,293.3,6.8,D,0
41.8387,-7.1776,303.9,1.1,1,2019-02-24,1342,Aqua,MODIS,56,6.03,292.2,5.2,D,0
41.8372,-7.19,306.7,1.1,1,2019-02-24,1342,Aqua,MODIS,63,6.03,291.8,7.1,D,0
41.7886,-7.9104,310.8,1,1,2019-02-24,1342,Aqua,MODIS,70,6.03,294.4,8.3,D,0
41.787,-7.9225,312.1,1,1,2019-02-24,1342,Aqua,MODIS,72,6.03,296.2,9.4,D,0
41.838,-7.7464,308.2,1,1,2019-02-24,1342,Aqua,MODIS,47,6.03,293.6,6.3,D,0
41.8364,-7.7586,324,1,1,2019-02-24,1342,Aqua,MODIS,83,6.03,294.5,20.4,D,0
41.8454,-7.7609,311.4,1,1,2019-02-24,1342,Aqua,MODIS,31,6.03,293.6,7.4,D,0
42.0617,-8.3137,309.2,1.7,1.3,2019-02-25,1106,Terra,MODIS,68,6.03,291.7,19.7,D,0
42.0653,-8.3197,308.7,1.7,1.3,2019-02-25,1106,Terra,MODIS,67,6.03,290.1,17.4,D,0
41.7761,-8.2913,327.3,1.7,1.3,2019-02-25,1106,Terra,MODIS,85,6.03,292.4,52.1,D,0
41.7795,-8.2986,317.9,1.7,1.3,2019-02-25,1106,Terra,MODIS,78,6.03,292,32.4,D,0
41.7775,-8.2771,311,1.7,1.3,2019-02-25,1106,Terra,MODIS,71,6.03,291.6,19.5,D,0
41.7362,-8.4722,302.1,1.7,1.3,2019-02-25,1106,Terra,MODIS,37,6.03,290.8,7.3,D,0
41.7344,-8.4513,304.7,1.7,1.3,2019-02-25,1106,Terra,MODIS,53,6.03,293,10.4,D,0
41.7228,-8.4536,303.6,1.7,1.3,2019-02-25,1106,Terra,MODIS,44,6.03,292.6,8.3,D,0
40.0657,-7.5045,302.7,1.5,1.2,2019-02-25,1107,Terra,MODIS,53,6.03,292.6,6,D,0
41.6589,-6.9401,306.4,1.5,1.2,2019-02-26,1149,Terra,MODIS,63,6.03,291.5,12.1,D,0
41.6557,-6.9238,301.7,1.5,1.2,2019-02-26,1149,Terra,MODIS,47,6.03,289.9,6.8,D,0
41.8361,-7.9217,307.9,1.3,1.1,2019-02-26,1149,Terra,MODIS,66,6.03,288.7,12.3,D,0
41.6723,-7.6631,304.1,1.4,1.2,2019-02-26,1149,Terra,MODIS,58,6.03,293.6,8,D,0
41.6693,-7.6473,304.6,1.4,1.2,2019-02-26,1149,Terra,MODIS,59,6.03,291.5,8.7,D,0
41.3484,-7.8178,306,1.4,1.2,2019-02-26,1149,Terra,MODIS,48,6.03,288.4,9.9,D,0
41.3383,-7.821,316.8,1.4,1.2,2019-02-26,1149,Terra,MODIS,77,6.03,290.2,23.2,D,0
41.0039,-8.089,309.3,1.3,1.1,2019-02-26,1149,Terra,MODIS,68,6.03,292.2,12.9,D,0
41.0008,-8.0723,303.1,1.3,1.1,2019-02-26,1149,Terra,MODIS,55,6.03,292.9,7.3,D,0
41.3328,-7.8239,312.4,1.1,1,2019-02-26,1330,Aqua,MODIS,43,6.03,292.3,10,D,0
40.6913,-7.2512,303.9,1,1,2019-02-26,1330,Aqua,MODIS,42,6.03,291,3.5,D,0
40.6894,-7.2633,329.4,1,1,2019-02-26,1330,Aqua,MODIS,85,6.03,295.6,27.4,D,0
40.6984,-7.2658,309,1,1,2019-02-26,1330,Aqua,MODIS,64,6.03,294.7,7,D,0
40.9359,-7.5779,303.5,1.1,1,2019-02-26,1330,Aqua,MODIS,48,6.03,293.3,4.2,D,0
41.0128,-7.5043,322.3,1,1,2019-02-26,1330,Aqua,MODIS,81,6.03,294,19.4,D,0
41.0007,-8.0871,305.5,1.1,1,2019-02-26,1330,Aqua,MODIS,58,6.03,294.8,5.4,D,0
41.3308,-7.836,316.8,1.1,1,2019-02-26,1330,Aqua,MODIS,69,6.03,292.4,14,D,0
41.3418,-7.8262,311.9,1.1,1,2019-02-26,1330,Aqua,MODIS,54,6.03,290.7,10,D,0
41.3399,-7.8384,319.8,1.1,1,2019-02-26,1330,Aqua,MODIS,79,6.03,290,17.4,D,0
41.4408,-7.6685,304.5,1,1,2019-02-26,1330,Aqua,MODIS,55,6.03,292.4,5.2,D,0
41.5285,-8.2686,310.1,1.1,1,2019-02-26,1330,Aqua,MODIS,68,6.03,296.3,7.5,D,0
41.666,-7.6559,307.4,1,1,2019-02-26,1330,Aqua,MODIS,63,6.03,295.7,6.3,D,0
41.8284,-7.9196,305.5,1.1,1,2019-02-26,1330,Aqua,MODIS,60,6.03,290.5,6.1,D,0
41.9734,-8.5398,320.7,1.4,1.2,2019-02-26,2255,Terra,MODIS,100,6.03,281.6,36.1,N,0
41.9629,-8.5374,310.8,1.4,1.2,2019-02-26,2255,Terra,MODIS,81,6.03,281,22.6,N,0
41.4584,-7.7379,303.5,2.4,1.5,2019-02-27,1413,Aqua,MODIS,26,6.03,284.3,19,D,0
40.1659,-7.2721,305.2,1.1,1.1,2019-02-28,1137,Terra,MODIS,61,6.03,272.9,10.6,D,0
42.0165,-8.2476,301.7,1.4,1.2,2019-02-28,1318,Aqua,MODIS,48,6.03,286,7.8,D,0
41.8489,-7.7365,300.6,1.4,1.2,2019-03-01,0255,Aqua,MODIS,30,6.03,271.6,14.4,N,0
41.3696,-7.7527,324.7,1.6,1.2,2019-03-01,1401,Aqua,MODIS,83,6.03,284.8,42.1,D,0
41.593,-6.7828,303.3,1.8,1.3,2019-03-01,1401,Aqua,MODIS,50,6.03,292.2,8.2,D,0
41.8551,-7.7875,308.4,1.6,1.2,2019-03-01,1401,Aqua,MODIS,0,6.03,281,16.9,D,0
41.0345,-7.8791,303.3,1,1,2019-03-02,1125,Terra,MODIS,56,6.03,289,5,D,0
41.8659,-7.8289,307.1,1,1,2019-03-02,1125,Terra,MODIS,49,6.03,293.6,7.5,D,0
41.6668,-7.65,301.8,1,1,2019-03-02,1125,Terra,MODIS,24,6.03,290.6,3.9,D,0
41.6453,-8.105,308.2,1,1,2019-03-02,1125,Terra,MODIS,67,6.03,288.9,8.7,D,0
40.9918,-8.1075,302.5,1,1,2019-03-02,1125,Terra,MODIS,38,6.03,286.2,4.7,D,0
38.0218,-8.0861,306.3,1,1,2019-03-02,1126,Terra,MODIS,63,6.03,292.7,5.3,D,0
41.9325,-6.9611,306.1,1.8,1.3,2019-03-02,1306,Aqua,MODIS,63,6.03,292.2,14.8,D,0
41.8587,-7.8338,306.3,2,1.4,2019-03-02,1306,Aqua,MODIS,63,6.03,292.5,18.4,D,0
37.5118,-8.7626,301.6,1.2,1.1,2019-03-07,1144,Terra,MODIS,40,6.03,287.8,5,D,0
41.137,-8.3546,300.9,1,1,2019-03-09,1131,Terra,MODIS,43,6.03,289.6,3.8,D,0
38.7326,-8.1676,302,1,1,2019-03-09,1132,Terra,MODIS,49,6.03,291.1,3.7,D,0
38.3223,-8.5105,303.7,1,1,2019-03-09,1132,Terra,MODIS,53,6.03,293.3,4.2,D,0
41.3748,-7.7568,316.3,1.3,1.1,2019-03-10,1355,Aqua,MODIS,76,6.03,291.2,19.3,D,0
40.0574,-7.514,311.7,1.1,1,2019-03-11,1119,Terra,MODIS,70,6.03,296.2,9,D,0
39.2557,-8.5164,303.8,1.1,1.1,2019-03-11,1119,Terra,MODIS,46,6.03,293,4.5,D,0
37.8204,-8.3914,320.5,1.1,1,2019-03-11,1120,Terra,MODIS,78,6.03,293.7,18.8,D,0
40.9505,-8.3548,304.8,2.8,1.6,2019-03-11,1300,Aqua,MODIS,60,6.03,293.6,23.5,D,0
37.9474,-7.6679,314.8,1,1,2019-03-12,1341,Aqua,MODIS,69,6.03,299.8,7.8,D,0
38.3195,-8.5035,301.2,1.6,1.2,2019-03-13,1107,Terra,MODIS,45,6.03,291.2,6.5,D,0
37.2968,-8.8533,300.6,1.6,1.2,2019-03-13,1108,Terra,MODIS,0,6.03,289.9,6.7,D,0
37.2957,-8.8419,300.2,1.6,1.2,2019-03-13,1108,Terra,MODIS,28,6.03,290,7.2,D,0
41.2459,-7.8928,300.9,1.4,1.2,2019-03-14,1149,Terra,MODIS,42,6.03,285,8.3,D,0
40.4562,-7.4576,335.2,1.5,1.2,2019-03-14,1150,Terra,MODIS,89,6.03,287.7,64.8,D,0
40.4529,-7.4405,307,1.5,1.2,2019-03-14,1150,Terra,MODIS,65,6.03,287.9,14.8,D,0
40.4384,-7.4809,325,1.5,1.2,2019-03-14,1150,Terra,MODIS,83,6.03,289.3,38.8,D,0
40.4207,-7.5049,315.7,1.5,1.2,2019-03-14,1150,Terra,MODIS,76,6.03,288.5,24.7,D,0
40.1405,-7.339,300.4,1.5,1.2,2019-03-14,1150,Terra,MODIS,32,6.03,289.6,5.7,D,0
38.2448,-8.3533,303.9,1.5,1.2,2019-03-14,1150,Terra,MODIS,53,6.03,293.9,5.9,D,0
38.2416,-8.3367,306.4,1.5,1.2,2019-03-14,1150,Terra,MODIS,61,6.03,294.8,8.7,D,0
40.2481,-7.4975,317.2,1.1,1,2019-03-14,1330,Aqua,MODIS,76,6.03,296.9,12.9,D,0
40.434,-7.4958,331.1,1.1,1,2019-03-14,1330,Aqua,MODIS,87,6.03,295,29,D,0
40.4321,-7.508,328.3,1.1,1,2019-03-14,1330,Aqua,MODIS,85,6.03,291.2,25.2,D,0
40.454,-7.489,322.2,1.1,1,2019-03-14,1330,Aqua,MODIS,46,6.03,294.1,16.9,D,0
40.4631,-7.4916,323,1.1,1,2019-03-14,1330,Aqua,MODIS,79,6.03,296.8,18.7,D,0
