latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
52.1511,10.4047,308.7,1,1,2020-01-15,1038,Terra,MODIS,68,6.03,283.5,11.5,D,2
49.2449,6.8509,300.8,1,1,2020-01-15,1224,Aqua,MODIS,41,6.03,284.1,6.7,D,2
52.1508,10.398,304.7,1.1,1.1,2020-01-15,1225,Aqua,MODIS,59,6.03,275.8,11.5,D,2
51.487,6.7117,304.9,1,1,2020-01-16,0156,Aqua,MODIS,61,6.03,277.8,10.7,N,2
52.1551,10.4157,301.5,1.3,1.1,2020-01-16,0156,Aqua,MODIS,42,6.03,277.2,12.5,N,2
52.151,10.404,307.5,2.1,1.4,2020-01-16,1130,Aqua,MODIS,65,6.03,280.9,33.4,D,2
52.1547,10.3953,307,1.1,1,2020-01-16,2054,Terra,MODIS,70,6.03,276.2,14,N,2
52.1498,10.4075,302.7,1,1,2020-01-17,1026,Terra,MODIS,53,6.03,280.2,8.3,D,2
52.1522,10.4053,313,1,1,2020-01-17,1212,Aqua,MODIS,73,6.03,283.2,14.7,D,2
52.1502,10.391,305.4,1,1,2020-01-17,1212,Aqua,MODIS,61,6.03,282.7,9.4,D,2
51.4847,6.7122,306.5,1.2,1.1,2020-01-17,2137,Terra,MODIS,68,6.03,275.2,14.8,N,2
51.4681,6.7438,317.7,1,1,2020-01-18,0144,Aqua,MODIS,95,6.03,274.9,19.9,N,2
51.3695,6.7084,301.8,1,1,2020-01-19,2125,Terra,MODIS,44,6.03,276.1,9.8,N,2
52.156,10.4139,301.1,1.6,1.2,2020-01-21,1001,Terra,MODIS,44,6.03,276.1,16.4,D,2
52.1563,10.4068,306,1.6,1.2,2020-01-21,1001,Terra,MODIS,62,6.03,276.5,20.7,D,2
52.1482,10.3913,301.9,1.3,1.1,2020-01-21,1148,Aqua,MODIS,50,6.03,277.6,13,D,2
52.1519,10.41,304.9,1.3,1.1,2020-01-21,1148,Aqua,MODIS,60,6.03,278.2,15.8,D,2
52.149,10.3982,300.9,1,1,2020-01-21,2113,Terra,MODIS,32,6.03,271.9,9.2,N,2
51.3677,6.7013,324.5,1,1,2020-01-21,2113,Terra,MODIS,100,6.03,273.5,30,N,2
52.1548,10.3964,302.7,1,1,2020-01-23,2101,Terra,MODIS,51,6.03,273.6,10.6,N,2
51.483,6.7092,306.7,1.4,1.2,2020-01-26,1020,Terra,MODIS,0,6.03,278.3,15.5,D,2
51.365,6.7094,300.8,1.4,1.2,2020-01-26,1020,Terra,MODIS,36,6.03,278.2,12,D,2
52.1573,10.4045,302.1,1,1,2020-01-27,0138,Aqua,MODIS,47,6.03,273.3,9.5,N,2
51.4887,6.734,304.4,1,1,2020-01-28,2119,Terra,MODIS,55,6.03,275,10.1,N,2
52.1592,10.4053,310.3,1.1,1,2020-01-29,0125,Aqua,MODIS,80,6.03,275.1,16.2,N,2
52.1514,10.4018,318.5,1.1,1,2020-02-01,2055,Terra,MODIS,97,6.03,278.8,22.7,N,2
53.1395,8.6841,305.2,1,1,2020-02-03,0144,Aqua,MODIS,63,6.03,278.3,11.5,N,2
51.4911,6.7419,304.2,1,1,2020-02-03,0144,Aqua,MODIS,40,6.03,275.4,9.7,N,2
51.3651,6.7049,328.4,1,1,2020-02-04,2125,Terra,MODIS,100,6.03,276.4,32.5,N,2
51.4858,6.7103,304.4,1,1,2020-02-04,2125,Terra,MODIS,60,6.03,276.1,10.8,N,2
49.2501,6.8578,306,1.1,1.1,2020-02-05,0132,Aqua,MODIS,66,6.03,274.5,15.1,N,2
52.1611,10.4089,300.5,1,1,2020-02-05,0132,Aqua,MODIS,30,6.03,271.7,9.4,N,2
51.4958,6.7411,300.8,1.1,1.1,2020-02-05,1057,Terra,MODIS,22,6.03,279.1,7.3,D,2
52.1587,10.3979,310.5,1.4,1.2,2020-02-05,1057,Terra,MODIS,66,6.03,274.5,22.6,D,2
52.1545,10.4181,301.8,1.5,1.2,2020-02-05,1057,Terra,MODIS,43,6.03,273.8,13.1,D,2
51.4929,6.7473,308.4,1,1,2020-02-07,1045,Terra,MODIS,65,6.03,280.5,10.8,D,2
51.4951,6.7332,309.9,1,1,2020-02-07,1045,Terra,MODIS,52,6.03,280.9,11.4,D,2
51.4834,6.7069,307,1,1,2020-02-07,1231,Aqua,MODIS,0,6.03,283.3,10,D,2
51.4873,6.7355,307.6,1,1,2020-02-07,1231,Aqua,MODIS,47,6.03,283.6,9.8,D,2
52.158,10.4132,301.3,1.4,1.2,2020-02-08,0202,Aqua,MODIS,40,6.03,272.6,16.4,N,2
51.6037,7.0134,303.9,1.2,1.1,2020-02-11,1206,Aqua,MODIS,57,6.03,273.9,13.3,D,2
52.1541,10.3929,312.7,1.5,1.2,2020-02-11,2132,Terra,MODIS,86,6.03,271.7,30.1,N,2
51.3713,6.7064,317.3,1.1,1,2020-02-12,0138,Aqua,MODIS,95,6.03,275.7,23.3,N,2
51.3694,6.7219,309.6,1.1,1,2020-02-12,0138,Aqua,MODIS,78,6.03,275,16.3,N,2
52.1565,10.4,303.1,1.5,1.2,2020-02-12,2037,Terra,MODIS,53,6.03,274,19.8,N,2
51.4783,6.7138,309.1,1.2,1.1,2020-02-18,1027,Terra,MODIS,0,6.03,279.9,13.5,D,2
51.4878,6.7204,302.9,1.1,1.1,2020-02-21,1057,Terra,MODIS,0,6.03,269.7,8.8,D,2
49.3552,6.7456,300.3,2.1,1.4,2020-02-22,1003,Terra,MODIS,34,6.03,280.3,20.3,D,2
51.4952,6.752,302,1.1,1.1,2020-02-24,0203,Aqua,MODIS,30,6.03,274.7,10,N,2
51.498,6.7365,301.1,1.1,1,2020-02-24,0203,Aqua,MODIS,15,6.03,275.5,9.2,N,2
52.1539,10.3964,305.4,1,1,2020-02-25,1033,Terra,MODIS,59,6.03,281.7,9.1,D,2
52.4398,10.782,305.8,1,1,2020-02-25,1033,Terra,MODIS,62,6.03,283.1,9.1,D,2
52.1517,10.4107,304,1,1,2020-02-25,1033,Terra,MODIS,58,6.03,281.7,8.3,D,2
51.3689,6.7041,300.1,1.1,1,2020-02-25,1033,Terra,MODIS,12,6.03,281.5,6.9,D,2
52.1568,10.4052,300.5,1.7,1.3,2020-02-28,1103,Terra,MODIS,32,6.03,280.6,14.2,D,2
53.5225,9.9021,305.1,1.1,1.1,2020-02-29,2120,Terra,MODIS,63,6.03,275.8,13.5,N,2
51.4828,6.724,303.1,1,1,2020-02-29,2120,Terra,MODIS,53,6.03,276.4,8.8,N,2
52.1601,10.4036,301.2,1.1,1,2020-03-01,0126,Aqua,MODIS,39,6.03,275,9.7,N,2
52.1582,10.4191,308.8,1.1,1,2020-03-01,0126,Aqua,MODIS,75,6.03,274,14.8,N,2
51.4844,6.7219,302.9,1.4,1.2,2020-03-01,0126,Aqua,MODIS,36,6.03,275.9,14.5,N,2
51.4851,6.7109,300.4,1.2,1.1,2020-03-02,0209,Aqua,MODIS,9,6.03,276.3,10,N,2
52.1455,10.4058,304.3,1.5,1.2,2020-03-02,1142,Aqua,MODIS,50,6.03,283.6,13.9,D,2
52.1466,10.398,311.5,1.5,1.2,2020-03-02,1142,Aqua,MODIS,71,6.03,282.5,22.9,D,2
52.1518,10.4036,301.3,1.1,1,2020-03-04,2055,Terra,MODIS,39,6.03,274.4,10.1,N,2
53.1307,8.6894,304.4,1.1,1,2020-03-05,1026,Terra,MODIS,0,6.03,282.6,9.9,D,2
52.1571,10.4041,307.2,1.3,1.1,2020-03-07,2126,Terra,MODIS,70,6.03,271.6,18.6,N,2
49.3431,6.7384,303.6,1.1,1.1,2020-03-08,1243,Aqua,MODIS,54,6.03,282,8,D,2
52.1551,10.3913,305.4,1,1,2020-03-09,2113,Terra,MODIS,64,6.03,277.1,11.7,N,2
52.157,10.4064,313.2,1,1,2020-03-09,2113,Terra,MODIS,87,6.03,277.5,17.6,N,2
49.2412,6.847,302.9,1.4,1.2,2020-03-11,2101,Terra,MODIS,52,6.03,275,16.1,N,2
52.433,10.7812,301.7,1,1,2020-03-12,1033,Terra,MODIS,32,6.03,283.1,7,D,2
51.5211,6.9705,300.2,1.1,1,2020-03-12,1033,Terra,MODIS,30,6.03,284.6,5.6,D,2
51.4926,6.7386,313.1,1.1,1,2020-03-12,1033,Terra,MODIS,24,6.03,287.4,12.6,D,2
51.4852,6.7203,313,1.1,1,2020-03-12,1033,Terra,MODIS,0,6.03,286.3,12.3,D,2
51.3682,6.7194,300.6,1.1,1,2020-03-12,1033,Terra,MODIS,34,6.03,286.3,6,D,2
49.6342,10.6243,303,1,1,2020-03-12,1033,Terra,MODIS,41,6.03,280.1,6.7,D,0
51.3671,6.7065,314.6,1,1,2020-03-12,1219,Aqua,MODIS,57,6.03,286.2,14.9,D,2
51.4808,6.7153,313.7,1,1,2020-03-12,1219,Aqua,MODIS,0,6.03,285.2,13.3,D,2
52.1485,10.4045,305.2,1,1,2020-03-12,1219,Aqua,MODIS,56,6.03,285.4,8.8,D,2
53.1385,8.6801,301,1,1,2020-03-13,0150,Aqua,MODIS,36,6.03,276.2,9.1,N,2
49.2519,6.8573,301.6,1,1,2020-03-13,0151,Aqua,MODIS,42,6.03,275.7,9.3,N,2
49.243,6.854,312.4,1,1,2020-03-13,0151,Aqua,MODIS,85,6.03,276.2,16.1,N,2
51.448,14.1144,307.7,1,1,2020-03-14,1020,Terra,MODIS,63,6.03,282.1,10.1,D,2
52.1314,14.6357,300.7,1,1,2020-03-14,1020,Terra,MODIS,40,6.03,282.5,6.3,D,2
51.6687,14.6569,302.9,1,1,2020-03-14,1020,Terra,MODIS,54,6.03,280,8.4,D,0
52.1567,10.4004,315.3,1.1,1,2020-03-14,1020,Terra,MODIS,73,6.03,286.4,15.7,D,2
52.1494,10.4072,308.9,1.1,1,2020-03-14,1020,Terra,MODIS,68,6.03,285.6,11.9,D,2
51.4592,14.1037,318.6,1,1,2020-03-14,1020,Terra,MODIS,79,6.03,282.7,18.7,D,2
51.4694,13.5106,302.5,1,1,2020-03-14,1020,Terra,MODIS,52,6.03,284.1,6.9,D,2
51.4821,6.7092,308.4,1.4,1.2,2020-03-14,1021,Terra,MODIS,0,6.03,284.6,15.5,D,2
51.3639,6.7085,307.5,1.4,1.2,2020-03-14,1021,Terra,MODIS,49,6.03,282.3,16.3,D,2
51.3693,6.7159,300.5,1.4,1.2,2020-03-14,1021,Terra,MODIS,0,6.03,283.1,8.8,D,2
50.6574,10.5545,301.7,1,1,2020-03-14,1206,Aqua,MODIS,49,6.03,282.8,7.8,D,0
52.1552,10.4035,306.2,1,1,2020-03-14,1207,Aqua,MODIS,63,6.03,286.2,8.4,D,2
52.1574,10.418,303.3,1,1,2020-03-14,1207,Aqua,MODIS,31,6.03,288.5,6.4,D,2
53.1339,8.6818,300.1,1.1,1,2020-03-14,1207,Aqua,MODIS,0,6.03,280.6,7.6,D,2
52.1554,10.4022,311.3,1.5,1.2,2020-03-14,2132,Terra,MODIS,82,6.03,275.4,27.4,N,2
52.158,10.3959,306.4,1.5,1.2,2020-03-14,2132,Terra,MODIS,68,6.03,275.2,21.2,N,2
52.1535,10.4035,306.6,1,1,2020-03-15,0138,Aqua,MODIS,69,6.03,274.5,12.8,N,2
49.242,6.8476,302.5,1.3,1.1,2020-03-15,1249,Aqua,MODIS,52,6.03,288.8,7.2,D,2
51.4813,6.7231,304.2,1.6,1.3,2020-03-16,0221,Aqua,MODIS,59,6.03,278.5,20.2,N,2
52.4013,12.5051,300.2,1.1,1.1,2020-03-16,1008,Terra,MODIS,0,6.03,288.8,4.4,D,2
52.1577,10.405,301.3,1.3,1.1,2020-03-16,1008,Terra,MODIS,41,6.03,276,8.8,D,2
52.0066,11.7643,311.1,1.1,1,2020-03-16,1154,Aqua,MODIS,62,6.03,284.5,13.3,D,2
52.3959,12.5037,301,1,1,2020-03-16,1154,Aqua,MODIS,26,6.03,282.4,5.2,D,2
52.3983,12.5186,324.4,1,1,2020-03-16,1154,Aqua,MODIS,78,6.03,282.5,24.8,D,2
51.5459,13.2132,300.6,1,1,2020-03-16,1154,Aqua,MODIS,34,6.03,272.6,6.6,D,0
52.1114,13.0622,300.8,1,1,2020-03-16,1154,Aqua,MODIS,42,6.03,285.5,5.1,D,0
49.3457,6.7382,302.3,1,1,2020-03-16,2119,Terra,MODIS,48,6.03,280.7,8.1,N,2
52.1506,10.3912,301.5,1.1,1.1,2020-03-16,2120,Terra,MODIS,42,6.03,278.6,10,N,2
52.1524,10.4077,307.5,1.1,1.1,2020-03-16,2120,Terra,MODIS,72,6.03,278.9,14.3,N,2
53.0492,12.6712,300.8,1.5,1.2,2020-03-17,1051,Terra,MODIS,42,6.03,286.9,9.8,D,0
52.1566,10.4105,313.5,1.3,1.1,2020-03-17,1051,Terra,MODIS,74,6.03,290.2,17,D,2
52.147,10.4055,303.3,1.3,1.1,2020-03-17,1051,Terra,MODIS,6,6.03,288.9,7.1,D,2
51.4864,6.7094,312.5,1,1,2020-03-17,1051,Terra,MODIS,0,6.03,290.4,12,D,2
51.4615,6.7454,303.9,1,1,2020-03-17,1051,Terra,MODIS,31,6.03,289.2,5.4,D,2
51.3636,6.7135,303.5,1,1,2020-03-17,1051,Terra,MODIS,49,6.03,282.9,7.2,D,2
51.127,6.6742,301,1,1,2020-03-17,1051,Terra,MODIS,44,6.03,286,5,D,2
51.1246,6.6886,301.1,1,1,2020-03-17,1051,Terra,MODIS,44,6.03,285.6,5.2,D,2
49.1315,8.5692,305,1.2,1.1,2020-03-17,1052,Terra,MODIS,57,6.03,290.1,7.6,D,2
49.3438,6.7406,308.8,1,1,2020-03-17,1237,Aqua,MODIS,64,6.03,287.9,7.6,D,2
51.3654,6.7022,307,1.1,1,2020-03-17,1237,Aqua,MODIS,49,6.03,286.6,7.9,D,2
51.4896,6.7364,311.5,1.1,1,2020-03-17,1237,Aqua,MODIS,55,6.03,291.6,10.5,D,2
51.3705,6.7224,312.9,1.2,1.1,2020-03-18,0209,Aqua,MODIS,86,6.03,278.4,21.3,N,2
52.1583,10.4121,301.3,1.5,1.2,2020-03-18,1142,Aqua,MODIS,24,6.03,285.4,8.3,D,2
52.1537,10.3907,300.4,1.5,1.2,2020-03-18,1142,Aqua,MODIS,19,6.03,284.2,7,D,2
51.3668,6.6969,308.5,2.4,1.5,2020-03-18,1142,Aqua,MODIS,0,6.03,286.8,29.8,D,2
52.1528,10.3985,307.5,1.5,1.2,2020-03-18,1142,Aqua,MODIS,66,6.03,284.8,16.1,D,2
51.4905,6.736,311.4,1.1,1.1,2020-03-18,2107,Terra,MODIS,82,6.03,282.1,16.6,N,2
52.1545,10.4026,314.3,1,1,2020-03-18,2107,Terra,MODIS,89,6.03,278.6,17,N,2
51.3642,6.7153,301.5,1.9,1.4,2020-03-19,0114,Aqua,MODIS,42,6.03,276.9,23.4,N,2
51.3663,6.7231,303.9,1.9,1.4,2020-03-19,0114,Aqua,MODIS,57,6.03,277.2,24.6,N,2
48.9816,12.1793,337.8,1.3,1.1,2020-03-19,1039,Terra,MODIS,91,6.03,292.7,57.4,D,0
51.4855,6.724,303.2,1,1,2020-03-19,1039,Terra,MODIS,0,6.03,284.5,4.1,D,2
51.4875,6.7096,304.7,1,1,2020-03-19,1039,Terra,MODIS,0,6.03,284.7,6,D,2
48.9782,12.1967,331.8,1.3,1.1,2020-03-19,1039,Terra,MODIS,83,6.03,291.5,44.2,D,2
49.243,6.8463,313.3,1,1,2020-03-19,1040,Terra,MODIS,73,6.03,291.4,10.7,D,2
49.4471,8.6682,306.1,1,1,2020-03-19,1040,Terra,MODIS,47,6.03,291.4,6,D,2
49.3743,7.2151,309.5,1,1,2020-03-19,1040,Terra,MODIS,69,6.03,288.5,8.7,D,0
49.3723,7.2285,302.3,1,1,2020-03-19,1040,Terra,MODIS,50,6.03,289.2,4,D,0
49.216,8.1861,304.7,1,1,2020-03-19,1040,Terra,MODIS,60,6.03,290.8,4.9,D,0
49.359,6.7499,310.5,1,1,2020-03-19,1040,Terra,MODIS,65,6.03,294.9,8.3,D,2
49.241,6.8597,305.2,1,1,2020-03-19,1040,Terra,MODIS,54,6.03,290.8,5.1,D,2
48.4762,9.2205,305.4,1.1,1,2020-03-19,1040,Terra,MODIS,57,6.03,290.8,5.9,D,2
49.243,6.8562,306.8,1,1,2020-03-19,1224,Aqua,MODIS,47,6.03,292,6.1,D,2
48.6946,8.9866,309.2,1,1,2020-03-19,1224,Aqua,MODIS,68,6.03,294.3,6.2,D,2
49.2408,6.8424,306.5,1,1,2020-03-19,1224,Aqua,MODIS,46,6.03,293.9,5.8,D,2
52.5263,13.9889,302.9,1.1,1,2020-03-21,1026,Terra,MODIS,45,6.03,279.4,8.1,D,0
51.3691,6.709,305.1,1.2,1.1,2020-03-21,1027,Terra,MODIS,46,6.03,285.7,10.3,D,2
51.4808,6.7101,311.1,1.2,1.1,2020-03-21,1027,Terra,MODIS,0,6.03,284.3,14.6,D,2
51.3655,6.7143,302.3,1.1,1.1,2020-03-21,1213,Aqua,MODIS,45,6.03,287.1,7.2,D,2
51.3627,6.6985,301.1,1.1,1.1,2020-03-21,1213,Aqua,MODIS,0,6.03,285.5,6.3,D,2
51.4063,6.3075,303.8,1.2,1.1,2020-03-21,1213,Aqua,MODIS,36,6.03,281.8,8.9,D,0
53.5197,9.8974,304.7,1,1,2020-03-21,1213,Aqua,MODIS,52,6.03,284.1,8.6,D,2
51.4859,6.7053,305.2,1.2,1.1,2020-03-21,2138,Terra,MODIS,63,6.03,276.9,14.6,N,2
51.3632,6.7147,300.4,1,1,2020-03-22,0144,Aqua,MODIS,27,6.03,272.4,9.4,N,2
51.4829,6.7174,306,1,1,2020-03-22,0144,Aqua,MODIS,66,6.03,274.1,11.8,N,2
52.1592,10.402,301.8,1,1,2020-03-22,0144,Aqua,MODIS,44,6.03,272.9,10.4,N,2
52.1504,10.4073,301.7,2,1.4,2020-03-22,1109,Terra,MODIS,48,6.03,283.1,17,D,2
52.1527,10.4143,300.4,2,1.4,2020-03-22,1109,Terra,MODIS,35,6.03,283.3,15.3,D,2
51.4879,6.7093,306.1,1.4,1.2,2020-03-22,1110,Terra,MODIS,0,6.03,287.2,13.3,D,2
52.1546,10.3997,309.1,1.2,1.1,2020-03-23,1014,Terra,MODIS,68,6.03,284.2,13.6,D,2
51.3653,6.7096,309.6,1.6,1.3,2020-03-23,1014,Terra,MODIS,52,6.03,286.3,21.8,D,2
51.3665,6.7039,305.1,1.6,1.3,2020-03-23,1015,Terra,MODIS,0,6.03,285.2,16.3,D,2
51.3596,6.699,303.8,1.5,1.2,2020-03-23,1200,Aqua,MODIS,0,6.03,287.6,10.5,D,2
50.1389,11.5282,303.7,1.1,1,2020-03-23,1200,Aqua,MODIS,57,6.03,284.6,8.1,D,0
49.2446,6.8448,302.1,1.7,1.3,2020-03-23,1200,Aqua,MODIS,51,6.03,286.5,13.8,D,2
50.8337,12.174,301.7,1,1,2020-03-23,1200,Aqua,MODIS,49,6.03,281.6,6.5,D,2
51.37,11.4341,304.8,1,1,2020-03-23,1200,Aqua,MODIS,37,6.03,281.4,8.3,D,2
51.428,11.735,314.1,1,1,2020-03-23,1200,Aqua,MODIS,74,6.03,283.6,14.7,D,0
51.3837,11.4595,306.2,1,1,2020-03-23,1200,Aqua,MODIS,63,6.03,281.5,9.5,D,2
51.3813,11.4449,302.4,1,1,2020-03-23,1200,Aqua,MODIS,50,6.03,281.7,7.1,D,0
51.3666,6.7108,301.1,1.5,1.2,2020-03-23,1200,Aqua,MODIS,0,6.03,287.6,8.5,D,2
52.1522,10.4015,310.9,1.1,1,2020-03-23,1200,Aqua,MODIS,71,6.03,287.5,13.1,D,2
51.4843,6.7101,301.3,1.5,1.2,2020-03-23,1200,Aqua,MODIS,0,6.03,288.1,8.5,D,2
52.5312,11.6157,302.4,1,1,2020-03-23,1200,Aqua,MODIS,52,6.03,281.8,7.4,D,0
51.4857,6.7254,304.5,1,1,2020-03-23,2126,Terra,MODIS,60,6.03,275.9,10.7,N,2
51.3631,6.7056,315.8,1,1,2020-03-23,2126,Terra,MODIS,92,6.03,276.4,19,N,2
51.4838,6.711,304.9,1,1,2020-03-23,2126,Terra,MODIS,26,6.03,276,10.2,N,2
52.1519,10.4017,306.5,1.3,1.1,2020-03-23,2126,Terra,MODIS,68,6.03,271.6,18.1,N,2
53.1322,8.6894,314.6,1.1,1,2020-03-24,0132,Aqua,MODIS,90,6.03,266.7,21.7,N,2
51.3693,6.7164,309.8,1.2,1.1,2020-03-24,0132,Aqua,MODIS,48,6.03,275.4,17.8,N,2
51.3699,6.7095,308.1,1.2,1.1,2020-03-24,0132,Aqua,MODIS,62,6.03,275.9,16.6,N,2
51.4921,6.7491,301.4,1.1,1.1,2020-03-24,1057,Terra,MODIS,30,6.03,289.2,4.8,D,2
51.4658,6.2522,307,1.1,1,2020-03-24,1057,Terra,MODIS,65,6.03,284,9.8,D,2
51.3663,6.7032,302.1,1.1,1.1,2020-03-24,1057,Terra,MODIS,38,6.03,286.4,6,D,2
51.3635,6.7187,302.3,1.1,1.1,2020-03-24,1057,Terra,MODIS,45,6.03,288.6,6.5,D,2
51.36,6.7106,300.3,1.1,1.1,2020-03-24,1057,Terra,MODIS,29,6.03,287.8,5.6,D,2
49.3543,6.7462,300.5,1.2,1.1,2020-03-24,1058,Terra,MODIS,23,6.03,287.4,6.1,D,2
49.3448,6.742,305,1.2,1.1,2020-03-24,1058,Terra,MODIS,60,6.03,286.4,9.3,D,2
49.3514,6.747,303,1.1,1.1,2020-03-24,1243,Aqua,MODIS,54,6.03,290.6,6.1,D,2
51.3648,6.7139,304.4,1.2,1.1,2020-03-24,1243,Aqua,MODIS,51,6.03,291.6,7.5,D,2
51.3629,6.6971,301.9,1.2,1.1,2020-03-24,1243,Aqua,MODIS,0,6.03,288.6,5.5,D,2
51.4906,6.7358,308.5,1.2,1.1,2020-03-24,1243,Aqua,MODIS,58,6.03,293.9,9.8,D,2
52.1555,10.4092,300.2,1.7,1.3,2020-03-24,1243,Aqua,MODIS,32,6.03,287.9,9.7,D,2
53.5174,9.9036,301.7,1.7,1.3,2020-03-24,1244,Aqua,MODIS,0,6.03,287.3,12.3,D,2
51.3703,6.7052,312.8,1.4,1.2,2020-03-25,0215,Aqua,MODIS,86,6.03,275.4,28.6,N,2
51.3663,6.7247,307.5,1.4,1.2,2020-03-25,0215,Aqua,MODIS,72,6.03,273.2,22.4,N,2
51.4843,6.7272,305.8,1.4,1.2,2020-03-25,0215,Aqua,MODIS,66,6.03,273.5,19.2,N,2
52.1592,10.4046,303.5,1.6,1.2,2020-03-25,1002,Terra,MODIS,56,6.03,285.8,12.5,D,2
52.2026,14.4055,302,1,1,2020-03-25,1148,Aqua,MODIS,50,6.03,285.7,7.1,D,0
51.9217,14.4026,318.8,1,1,2020-03-25,1148,Aqua,MODIS,64,6.03,287.4,17.7,D,0
52.2002,14.3908,324.2,1,1,2020-03-25,1148,Aqua,MODIS,83,6.03,286.2,25.5,D,0
52.389,14.1061,311.9,1,1,2020-03-25,1148,Aqua,MODIS,72,6.03,287.3,12.7,D,0
52.5934,14.2108,301.6,1,1,2020-03-25,1148,Aqua,MODIS,29,6.03,283.9,5.5,D,0
52.6023,14.2068,304.5,1,1,2020-03-25,1148,Aqua,MODIS,42,6.03,284.3,7.5,D,0
52.819,13.6894,310,1,1,2020-03-25,1148,Aqua,MODIS,55,6.03,285.4,11.5,D,2
52.8246,13.6815,306.5,1,1,2020-03-25,1148,Aqua,MODIS,64,6.03,285.8,8.8,D,2
53.6764,13.5434,306.7,1,1,2020-03-25,1148,Aqua,MODIS,56,6.03,285.9,8.5,D,2
53.6739,13.5282,308.3,1,1,2020-03-25,1148,Aqua,MODIS,54,6.03,285.9,9.2,D,2
51.3296,14.9028,305.4,1,1,2020-03-25,1148,Aqua,MODIS,61,6.03,284.6,9.2,D,0
51.6627,14.6466,302.4,1,1,2020-03-25,1148,Aqua,MODIS,47,6.03,284.6,6.6,D,2
51.6581,14.6174,302.8,1,1,2020-03-25,1148,Aqua,MODIS,48,6.03,285.6,6.4,D,0
51.8868,14.534,309.5,1,1,2020-03-25,1148,Aqua,MODIS,69,6.03,287.7,11.3,D,2
51.8844,14.5194,307.3,1,1,2020-03-25,1148,Aqua,MODIS,65,6.03,287.3,9.6,D,0
51.7728,13.611,306.4,1.1,1,2020-03-25,1148,Aqua,MODIS,63,6.03,284.5,10.5,D,0
51.7702,13.5958,328.7,1.1,1,2020-03-25,1148,Aqua,MODIS,86,6.03,284.4,33.2,D,0
52.1514,10.398,303.5,1,1,2020-03-25,2113,Terra,MODIS,55,6.03,273.6,11.2,N,2
51.4851,6.7054,304.7,1,1,2020-03-25,2113,Terra,MODIS,34,6.03,278.4,10.3,N,2
51.3627,6.7134,320.6,1,1,2020-03-26,1045,Terra,MODIS,76,6.03,289.4,19.2,D,2
52.1592,10.4076,300.6,1.1,1.1,2020-03-26,1045,Terra,MODIS,25,6.03,286.9,5.2,D,2
52.15,10.4032,305,1.1,1.1,2020-03-26,1045,Terra,MODIS,59,6.03,286.4,8.1,D,2
51.943,8.0253,301.3,1,1,2020-03-26,1045,Terra,MODIS,46,6.03,285.2,5.4,D,0
51.4849,6.7062,314.4,1,1,2020-03-26,1045,Terra,MODIS,56,6.03,289.6,13.7,D,2
51.4828,6.7202,309.2,1,1,2020-03-26,1045,Terra,MODIS,52,6.03,288.5,9.7,D,2
51.3648,6.6993,308.5,1,1,2020-03-26,1045,Terra,MODIS,58,6.03,286.3,9,D,2
49.3526,6.7537,303.3,1,1,2020-03-26,1046,Terra,MODIS,54,6.03,287.1,6.1,D,2
49.3565,6.7419,304.5,1,1,2020-03-26,1230,Aqua,MODIS,54,6.03,291,5.9,D,2
