latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
57.3882,-6.4225,300.6,1.6,1.3,2017-02-14,1233,Aqua,MODIS,40,6.2,282.1,13.5,D,0
57.4732,-3.8793,300.7,1.1,1,2017-02-15,1126,Terra,MODIS,40,6.2,278.5,8.3,D,0
53.6251,-1.0269,301,1.4,1.2,2017-02-22,1321,Aqua,MODIS,44,6.2,271.7,12.6,D,0
53.627,-1.0052,304.5,1.4,1.2,2017-02-22,1321,Aqua,MODIS,59,6.2,273.3,15.9,D,0
53.5675,-0.6168,308.2,1.2,1.1,2017-02-24,1308,Aqua,MODIS,58,6.2,280.7,13.2,D,2
56.6147,-2.6021,305.3,1,1,2017-03-01,1139,Terra,MODIS,61,6.2,280,10.3,D,0
53.5633,-0.6055,300.8,1.7,1.3,2017-03-02,1044,Terra,MODIS,39,6.2,279.2,14,D,2
53.5651,-0.6114,301.9,1.3,1.1,2017-03-02,1232,Aqua,MODIS,37,6.2,273.4,10.9,D,2
56.9597,-3.1154,303.3,1.3,1.1,2017-03-02,1233,Aqua,MODIS,56,6.2,275.4,14.3,D,0
56.9381,-2.8488,301.8,1,1,2017-03-03,1126,Terra,MODIS,49,6.2,279.2,7.7,D,0
56.7193,-3.1554,314,1,1,2017-03-03,1127,Terra,MODIS,74,6.2,280.1,16.6,D,0
54.3705,-0.7922,301,1,1,2017-03-07,1250,Aqua,MODIS,44,6.2,281.9,6.9,D,0
50.8686,-0.8606,300.7,1.3,1.1,2017-03-09,1237,Aqua,MODIS,40,6.2,287.2,7,D,0
53.5598,-0.592,300.5,1.1,1.1,2017-03-09,1238,Aqua,MODIS,38,6.2,285.2,5.9,D,2
50.2079,-5.3647,302.2,1.1,1,2017-03-12,1308,Aqua,MODIS,51,6.2,284.8,7.1,D,0
57.717,-3.334,327.1,1.4,1.2,2017-03-14,1108,Terra,MODIS,61,6.2,272.6,45.2,D,0
57.7191,-3.357,327.7,1.4,1.2,2017-03-14,1108,Terra,MODIS,0,6.2,269.1,46,D,0
56.8708,-2.7184,301.4,1,1,2017-03-14,1257,Aqua,MODIS,47,6.2,278.7,6.8,D,0
54.4319,-1.8902,310.6,1,1,2017-03-14,1257,Aqua,MODIS,70,6.2,281.8,11.8,D,0
54.1848,-1.7981,300.3,1,1,2017-03-14,1257,Aqua,MODIS,35,6.2,282.3,6.2,D,0
54.3466,-0.9129,303.8,1.6,1.2,2017-03-15,1151,Terra,MODIS,57,6.2,282.3,15.2,D,0
54.3469,-0.9182,305.1,1.6,1.2,2017-03-15,1151,Terra,MODIS,60,6.2,282.3,16,D,0
54.3822,-1.0728,300.5,1.6,1.2,2017-03-15,1151,Terra,MODIS,37,6.2,280.5,11.9,D,0
53.3953,-1.3708,300.3,1.6,1.3,2017-03-15,1152,Terra,MODIS,33,6.2,287.9,7.4,D,0
53.4004,-1.3937,303.3,1.6,1.3,2017-03-15,1152,Terra,MODIS,55,6.2,288.7,10.5,D,0
51.3076,1.3353,301.7,1,1,2017-03-16,1243,Aqua,MODIS,48,6.2,288.6,4.3,D,0
51.3126,0.9011,306.5,1,1,2017-03-16,1243,Aqua,MODIS,64,6.2,290,6.9,D,0
51.3149,0.9155,306.1,1,1,2017-03-16,1243,Aqua,MODIS,63,6.2,289.6,6.6,D,0
51.3098,1.3496,307.6,1,1,2017-03-16,1243,Aqua,MODIS,47,6.2,288.8,7.8,D,0
52.0101,1.2895,302,1,1,2017-03-16,1244,Aqua,MODIS,38,6.2,287.3,4.3,D,0
51.391,0.8619,320.7,1,1,2017-03-16,1244,Aqua,MODIS,80,6.2,291.1,18.6,D,0
51.5732,-3.7696,301.1,1.2,1.1,2017-03-17,0215,Aqua,MODIS,31,6.2,277.1,10.4,N,2
53.1477,-1.3887,303.2,1,1,2017-03-19,1127,Terra,MODIS,55,6.2,281.4,7.2,D,0
52.6848,1.3978,300.2,1,1,2017-03-21,1115,Terra,MODIS,31,6.2,282.5,6.2,D,0
55.7839,-2.2959,301.8,1,1,2017-03-21,1303,Aqua,MODIS,49,6.2,280.4,7.6,D,0
53.5651,-0.6047,304.7,1.1,1,2017-03-21,1303,Aqua,MODIS,54,6.2,285.6,8.5,D,2
52.7964,-1.1353,301.7,1,1,2017-03-23,1250,Aqua,MODIS,42,6.2,282.8,6.5,D,0
57.5201,-3.2252,300.6,1,1,2017-03-23,1252,Aqua,MODIS,21,6.2,282.6,5.9,D,0
53.5659,-0.5922,301.3,1.5,1.2,2017-03-23,2215,Terra,MODIS,39,6.2,276.4,16,N,2
54.4613,-0.9969,301.9,1.5,1.2,2017-03-25,1050,Terra,MODIS,49,6.2,283.4,10.9,D,0
53.5651,-0.6044,300.2,1.4,1.2,2017-03-25,1051,Terra,MODIS,19,6.2,288.3,6.1,D,2
56.8542,-3.0846,303.2,2.5,1.5,2017-03-25,1228,Terra,MODIS,55,6.2,289.3,23.2,D,0
57.1144,-7.3373,325.3,1.7,1.3,2017-03-25,1228,Terra,MODIS,0,6.2,286.5,53.9,D,0
56.8463,-3.0813,305.4,2.5,1.5,2017-03-25,1228,Terra,MODIS,53,6.2,290.3,28.2,D,0
53.6373,-2.2467,300,1.3,1.1,2017-03-25,1238,Aqua,MODIS,16,6.2,288.3,5.1,D,0
53.5642,-0.5932,300.5,1.1,1.1,2017-03-25,1238,Aqua,MODIS,28,6.2,288.5,4.2,D,2
54.5054,-0.9847,306.3,1.1,1.1,2017-03-25,1238,Aqua,MODIS,63,6.2,289.5,8.7,D,0
54.8051,-2.0601,301.2,1.2,1.1,2017-03-25,1239,Aqua,MODIS,45,6.2,287,6.3,D,0
55.8886,-2.6044,303.8,1.2,1.1,2017-03-25,1239,Aqua,MODIS,57,6.2,287.6,7.4,D,0
55.8902,-2.6103,304.3,1.2,1.1,2017-03-25,1239,Aqua,MODIS,59,6.2,287.5,8.4,D,0
56.8562,-3.1256,304.2,1.2,1.1,2017-03-25,1239,Aqua,MODIS,47,6.2,292.7,7.1,D,0
56.8477,-3.0937,313,1.2,1.1,2017-03-25,1239,Aqua,MODIS,71,6.2,292.8,13.3,D,0
57.1711,-2.8942,305.8,1.1,1.1,2017-03-25,1239,Aqua,MODIS,59,6.2,289.3,7.3,D,0
56.8063,-2.9866,304.5,1.2,1.1,2017-03-25,1239,Aqua,MODIS,59,6.2,291.8,6.9,D,0
56.8096,-2.9685,300.7,1.1,1.1,2017-03-25,1239,Aqua,MODIS,33,6.2,290.4,4.4,D,0
57.1773,-2.8831,300.6,1.1,1.1,2017-03-25,1239,Aqua,MODIS,39,6.2,287.5,4.8,D,0
57.444,-3.8949,302.7,1.2,1.1,2017-03-25,1239,Aqua,MODIS,53,6.2,287.8,7.8,D,0
57.174,-2.9011,301,1.1,1.1,2017-03-25,1239,Aqua,MODIS,43,6.2,289.1,4.7,D,0
57.1975,-3.215,318.9,1.1,1.1,2017-03-25,1239,Aqua,MODIS,79,6.2,289.4,21.5,D,0
58.2232,-5.2431,302.4,1.2,1.1,2017-03-25,1240,Aqua,MODIS,52,6.2,282.2,9.7,D,0
58.1092,-3.712,310.3,1.1,1.1,2017-03-25,1240,Aqua,MODIS,66,6.2,282.4,14.9,D,0
57.7406,-5.0736,303.8,1.3,1.1,2017-03-25,1240,Aqua,MODIS,57,6.2,286.3,10.4,D,0
51.5752,-3.1927,310.8,1,1,2017-03-25,2202,Terra,MODIS,81,6.2,278.6,14.2,N,0
51.5773,-3.1785,305.2,1,1,2017-03-25,2202,Terra,MODIS,63,6.2,278.4,10.5,N,0
51.6575,-3.5461,325.6,1.3,1.1,2017-03-26,0209,Aqua,MODIS,100,6.2,275.5,42.3,N,0
54.8643,-4.2652,300.7,1,1,2017-03-26,1133,Terra,MODIS,40,6.2,287.8,4.1,D,0
54.8666,-4.2804,300.2,1,1,2017-03-26,1133,Terra,MODIS,30,6.2,286.3,3.8,D,0
53.9384,-2.6556,314.9,1,1,2017-03-26,1133,Terra,MODIS,75,6.2,283.6,15.7,D,0
55.8556,-2.773,312.5,1,1,2017-03-26,1133,Terra,MODIS,73,6.2,287.2,11.6,D,0
55.8468,-2.7773,313.8,1,1,2017-03-26,1133,Terra,MODIS,74,6.2,286.6,12.7,D,0
55.7827,-2.4893,302.8,1,1,2017-03-26,1133,Terra,MODIS,54,6.2,286.9,5.8,D,0
54.8182,-2.0624,300,1,1,2017-03-26,1133,Terra,MODIS,16,6.2,284.1,5.2,D,0
53.941,-2.6708,327,1,1,2017-03-26,1133,Terra,MODIS,85,6.2,284.8,28.4,D,0
54.0044,-2.6014,305,1,1,2017-03-26,1133,Terra,MODIS,60,6.2,287.7,7.9,D,0
54.5953,-2.1911,301.1,1,1,2017-03-26,1133,Terra,MODIS,44,6.2,285.5,6,D,0
56.8519,-2.7206,301.1,1,1,2017-03-26,1133,Terra,MODIS,45,6.2,289.5,3.6,D,0
51.5676,-3.7654,302.5,1,1,2017-03-26,1134,Terra,MODIS,0,6.2,282.3,6,D,2
50.8663,-1.6909,303.4,1.2,1.1,2017-03-26,1134,Terra,MODIS,56,6.2,286,8,D,0
52.3276,-3.2851,302.7,1.2,1.1,2017-03-26,1321,Aqua,MODIS,53,6.2,285.9,6.4,D,0
52.9739,-4.3402,314.6,1.1,1,2017-03-26,1321,Aqua,MODIS,75,6.2,283.3,15.6,D,0
51.6473,-3.6478,302.5,1.1,1,2017-03-26,1321,Aqua,MODIS,53,6.2,287.2,6.5,D,0
54.3431,-1.8637,306.1,1.4,1.2,2017-03-26,1321,Aqua,MODIS,63,6.2,284.1,12.2,D,0
53.915,-2.6235,300,1.3,1.1,2017-03-26,1321,Aqua,MODIS,20,6.2,284.7,6.7,D,0
53.941,-2.6698,304.7,1.3,1.1,2017-03-26,1321,Aqua,MODIS,60,6.2,284.3,10.5,D,0
54.0707,-2.4812,302.4,1.3,1.1,2017-03-26,1321,Aqua,MODIS,52,6.2,284.1,7.9,D,0
54.0807,-2.4841,307.8,1.3,1.1,2017-03-26,1321,Aqua,MODIS,66,6.2,284.6,13,D,0
52.3296,-3.291,305.7,1.2,1.1,2017-03-26,1321,Aqua,MODIS,62,6.2,286.1,9,D,0
52.9902,-3.2149,301,1.2,1.1,2017-03-26,1321,Aqua,MODIS,43,6.2,278.4,7.8,D,0
54.868,-4.2857,304.9,1.2,1.1,2017-03-26,1322,Aqua,MODIS,60,6.2,287,7.7,D,0
55.8513,-2.7682,300.9,1.3,1.1,2017-03-26,1322,Aqua,MODIS,36,6.2,286.5,6.5,D,0
55.8789,-2.5407,303,1.4,1.2,2017-03-26,1322,Aqua,MODIS,54,6.2,283.6,8.6,D,0
55.8494,-2.7885,304.5,1.3,1.1,2017-03-26,1322,Aqua,MODIS,59,6.2,287.2,9.5,D,0
56.4094,-3.899,303.1,1.2,1.1,2017-03-26,1322,Aqua,MODIS,55,6.2,289.2,6.2,D,0
55.5371,-3.3719,305.4,1.3,1.1,2017-03-26,1322,Aqua,MODIS,61,6.2,288.1,10,D,0
55.885,-5.1816,305,1.1,1.1,2017-03-26,1322,Aqua,MODIS,0,6.2,286.5,8.2,D,0
56.4191,-3.9032,301.6,1.2,1.1,2017-03-26,1322,Aqua,MODIS,36,6.2,288.3,5.2,D,0
55.8574,-2.7747,301.5,1.3,1.1,2017-03-26,1322,Aqua,MODIS,38,6.2,286.4,6.5,D,0
57.5293,-4.6197,301.5,3.2,1.7,2017-03-27,1037,Terra,MODIS,45,6.2,281.3,34.7,D,0
56.7703,-3.4173,313.4,1.9,1.3,2017-03-27,1215,Terra,MODIS,74,6.2,287.6,31.2,D,0
57.47,-3.393,303.8,1.8,1.3,2017-03-27,1215,Terra,MODIS,57,6.2,286.5,14.1,D,0
57.0959,-5.9738,301.7,1.5,1.2,2017-03-27,1215,Terra,MODIS,37,6.2,283.8,7.6,D,0
55.642,-2.9717,309,2.1,1.4,2017-03-27,1216,Terra,MODIS,68,6.2,286.9,30.8,D,0
53.0501,-4.2658,308.8,2.3,1.5,2017-03-27,1216,Terra,MODIS,67,6.2,284.6,29.9,D,0
55.7317,-4.8457,303.3,1.8,1.3,2017-03-27,1216,Terra,MODIS,42,6.2,285.9,13.7,D,0
53.0539,-4.2701,308.3,2.3,1.5,2017-03-27,1216,Terra,MODIS,67,6.2,284.7,31.5,D,0
54.85,-7.1925,311.4,1.5,1.2,2017-03-27,1216,Terra,MODIS,71,6.2,286.5,20.3,D,0
53.0479,-4.2638,310.9,2.1,1.4,2017-03-27,1226,Aqua,MODIS,71,6.2,286.5,32.7,D,0
52.0883,-3.8605,311.3,2.2,1.4,2017-03-27,1226,Aqua,MODIS,48,6.2,282.8,36.8,D,0
52.0868,-3.8636,310.8,2.2,1.4,2017-03-27,1226,Aqua,MODIS,43,6.2,283,37.6,D,0
54.8256,-2.0554,301.2,1.5,1.2,2017-03-27,1226,Aqua,MODIS,43,6.2,285.7,8.9,D,0
54.8317,-2.0392,300.8,1.5,1.2,2017-03-27,1226,Aqua,MODIS,41,6.2,285.6,9.3,D,0
53.0478,-4.2712,310.5,2.1,1.4,2017-03-27,1226,Aqua,MODIS,70,6.2,286.3,32.1,D,0
56.7687,-3.4069,309.1,1.5,1.2,2017-03-27,1227,Aqua,MODIS,68,6.2,287.6,16.4,D,0
54.8384,-7.1887,300.4,2.4,1.5,2017-03-27,1227,Aqua,MODIS,36,6.2,286.5,17.3,D,0
54.845,-7.2022,302.8,2.4,1.5,2017-03-27,1227,Aqua,MODIS,51,6.2,286.2,20.2,D,0
57.5213,-4.6395,301.4,1.6,1.2,2017-03-27,1227,Aqua,MODIS,46,6.2,278.5,12.8,D,0
55.733,-4.8479,302.4,1.8,1.3,2017-03-27,1227,Aqua,MODIS,39,6.2,286.1,13.8,D,0
55.858,-5.6144,302.1,1.9,1.4,2017-03-27,1227,Aqua,MODIS,38,6.2,285.3,14.4,D,0
57.5267,-4.6155,301.2,1.6,1.2,2017-03-27,1227,Aqua,MODIS,45,6.2,276.7,12.7,D,0
57.098,-5.9845,305,1.8,1.3,2017-03-27,1227,Aqua,MODIS,0,6.2,283.3,16.5,D,0
55.8102,-2.6079,303.1,1.5,1.2,2017-03-27,1227,Aqua,MODIS,55,6.2,286.5,11.3,D,0
55.4458,-3.7551,303.3,1.7,1.3,2017-03-27,1227,Aqua,MODIS,55,6.2,288.1,12,D,0
57.2236,-3.9865,300.2,1.5,1.2,2017-03-27,1227,Aqua,MODIS,30,6.2,289.2,6.1,D,0
55.6433,-2.981,312.9,1.6,1.2,2017-03-27,1227,Aqua,MODIS,73,6.2,287.5,24.5,D,0
54.9384,-4.3649,301,1.9,1.3,2017-03-27,1227,Aqua,MODIS,41,6.2,287.6,11.8,D,0
56.6604,-3.507,303.1,1.5,1.2,2017-03-27,1227,Aqua,MODIS,55,6.2,287.1,10.8,D,0
56.7615,-3.4207,319.3,1.5,1.2,2017-03-27,1227,Aqua,MODIS,79,6.2,289,29.5,D,0
56.7639,-3.4287,314.4,1.5,1.2,2017-03-27,1227,Aqua,MODIS,75,6.2,288.9,23.7,D,0
54.9491,-4.3365,308.9,3.3,1.7,2017-03-27,1405,Aqua,MODIS,68,6.2,288.1,53.5,D,0
54.9676,-4.6422,301.7,3.2,1.7,2017-03-27,1405,Aqua,MODIS,48,6.2,283.9,29.1,D,0
54.9565,-4.6378,301.6,3.2,1.7,2017-03-27,1405,Aqua,MODIS,48,6.2,284.1,27.4,D,0
55.8607,-5.6049,314.1,2.9,1.6,2017-03-27,1405,Aqua,MODIS,45,6.2,285.6,63.5,D,0
55.8495,-5.6226,307.7,1.1,1,2017-03-27,2151,Terra,MODIS,72,6.2,267.3,13.8,N,0
57.6016,-6.2217,307.2,1.4,1.2,2017-03-28,1120,Terra,MODIS,65,6.2,287.5,12.8,D,0
57.2156,-3.9734,302.2,1.1,1.1,2017-03-28,1120,Terra,MODIS,51,6.2,284.9,7,D,0
56.8974,-5.2653,311.3,1.2,1.1,2017-03-28,1120,Terra,MODIS,71,6.2,289,15.4,D,0
57.4289,-3.6788,302.5,1.1,1.1,2017-03-28,1120,Terra,MODIS,50,6.2,286.7,7.1,D,0
53.3967,-2.2914,302.1,1,1,2017-03-28,1121,Terra,MODIS,51,6.2,287.3,4.8,D,0
54.8476,-2.2943,300.7,1,1,2017-03-28,1121,Terra,MODIS,34,6.2,284.8,4.5,D,0
53.8499,-2.5376,314.3,1,1,2017-03-28,1121,Terra,MODIS,75,6.2,288.3,14.1,D,0
53.9219,-2.6525,300.1,1,1,2017-03-28,1121,Terra,MODIS,28,6.2,288,4.5,D,0
55.2658,-2.7938,306.7,1.1,1,2017-03-28,1309,Aqua,MODIS,60,6.2,289.8,7.8,D,0
54.8635,-2.1755,301.6,1.1,1,2017-03-28,1309,Aqua,MODIS,0,6.2,282.8,5.5,D,0
54.6736,-2.0607,307.1,1.1,1,2017-03-28,1309,Aqua,MODIS,65,6.2,288.1,9.1,D,0
55.2678,-2.7771,303.4,1.1,1,2017-03-28,1309,Aqua,MODIS,35,6.2,288.6,5.7,D,0
56.8926,-5.2687,303.8,1,1,2017-03-28,1310,Aqua,MODIS,53,6.2,290.3,5.7,D,0
57.3663,-3.8382,302.1,1.1,1,2017-03-28,1310,Aqua,MODIS,51,6.2,283.1,6.5,D,0
57.0531,-5.9929,305.5,1,1,2017-03-28,1310,Aqua,MODIS,39,6.2,276,8,D,0
57.0508,-6.009,319.8,1,1,2017-03-28,1310,Aqua,MODIS,64,6.2,280,18.6,D,0
51.0507,-2.4658,305.3,1,1,2017-03-30,1256,Aqua,MODIS,61,6.2,287.1,6.7,D,0
51.5721,-3.7647,305.2,1.4,1.2,2017-03-31,1152,Terra,MODIS,46,6.2,286.7,10.7,D,2
53.5658,-0.5944,301.1,1.7,1.3,2017-04-03,1044,Terra,MODIS,38,6.2,286.7,8.6,D,2
55.4436,-2.0806,304.3,1,1,2017-04-04,1127,Terra,MODIS,59,6.2,285.3,7.2,D,0
54.3842,-0.9137,300.1,1.3,1.1,2017-04-04,1315,Aqua,MODIS,25,6.2,287,5.6,D,0
55.4436,-2.101,318.5,1.2,1.1,2017-04-04,1315,Aqua,MODIS,79,6.2,280.3,24.7,D,0
55.4456,-2.0814,311.2,1.2,1.1,2017-04-04,1315,Aqua,MODIS,71,6.2,278.2,16.5,D,0
56.7956,-2.7226,309.2,1.2,1.1,2017-04-06,1114,Terra,MODIS,68,6.2,284.1,12.2,D,0
54.2561,-1.8051,303.4,1,1,2017-04-06,1115,Terra,MODIS,56,6.2,286.3,6.7,D,0
54.254,-1.7895,308.3,1,1,2017-04-06,1115,Terra,MODIS,67,6.2,286.9,9.9,D,0
51.9527,0.5858,302.9,1,1,2017-04-06,1115,Terra,MODIS,47,6.2,289,4.3,D,0
52.6622,1.6916,307.8,1,1,2017-04-06,1115,Terra,MODIS,66,6.2,290.1,7.4,D,0
52.5488,1.2443,303.2,1,1,2017-04-06,1115,Terra,MODIS,55,6.2,289.3,4.9,D,0
52.1905,1.4183,307.4,1,1,2017-04-06,1115,Terra,MODIS,65,6.2,288.5,7.1,D,0
52.0492,1.3123,306.2,1,1,2017-04-06,1115,Terra,MODIS,56,6.2,293.4,5.5,D,0
51.5693,-3.769,310.7,1.1,1,2017-04-06,1116,Terra,MODIS,53,6.2,292.1,10.4,D,2
52.1726,-3.821,304,1,1,2017-04-06,1302,Aqua,MODIS,54,6.2,288.7,5.6,D,0
52.5627,0.6461,300.7,1.1,1,2017-04-06,1302,Aqua,MODIS,13,6.2,285.6,3.5,D,0
50.6437,-3.3801,307,1,1,2017-04-06,1302,Aqua,MODIS,62,6.2,288.8,6.9,D,0
51.6943,-3.999,306.9,1,1,2017-04-06,1302,Aqua,MODIS,49,6.2,289.6,6.5,D,0
51.1336,-0.8165,302.3,1,1,2017-04-06,1302,Aqua,MODIS,52,6.2,289.4,4,D,0
51.5642,-3.7623,305.8,1,1,2017-04-06,1302,Aqua,MODIS,0,6.2,293.7,6.4,D,2
54.4414,-1.9063,309.3,1,1,2017-04-06,1303,Aqua,MODIS,0,6.2,280.5,9.4,D,0
56.7375,-3.1404,304.1,1,1,2017-04-06,1303,Aqua,MODIS,55,6.2,286.1,5.4,D,0
54.3923,-0.6806,302.4,1.1,1,2017-04-06,1303,Aqua,MODIS,46,6.2,289.4,5.5,D,0
53.5643,-0.607,308.3,1.1,1,2017-04-06,1303,Aqua,MODIS,59,6.2,288.8,7.6,D,2
56.6851,-3.5294,307.1,1,1,2017-04-06,1303,Aqua,MODIS,65,6.2,284.4,8.6,D,0
56.7464,-3.1443,313.1,1,1,2017-04-06,1303,Aqua,MODIS,73,6.2,287.4,12.1,D,0
56.7916,-2.7289,306,1,1,2017-04-06,1303,Aqua,MODIS,63,6.2,287.5,6.8,D,0
55.864,-2.5816,313.1,1,1,2017-04-06,1303,Aqua,MODIS,57,6.2,285.4,12.9,D,0
53.5685,-0.6076,300.3,2,1.4,2017-04-06,2227,Terra,MODIS,23,6.2,277.8,22.9,N,2
51.6589,-3.5147,305.1,1.7,1.3,2017-04-07,1158,Terra,MODIS,57,6.2,289.8,12.9,D,0
51.6558,-3.5111,305.7,1.7,1.3,2017-04-07,1158,Terra,MODIS,62,6.2,289.4,14.2,D,0
51.8309,-3.4117,314.9,1.6,1.2,2017-04-07,2132,Terra,MODIS,90,6.2,274.3,34.6,N,0
55.456,-2.0677,306.2,1.3,1.1,2017-04-08,1102,Terra,MODIS,63,6.2,290.9,9.8,D,0
55.458,-2.0882,306.2,1.3,1.1,2017-04-08,1102,Terra,MODIS,63,6.2,290.9,9.7,D,0
54.7184,-2.0018,303.3,1.3,1.1,2017-04-08,1103,Terra,MODIS,56,6.2,290.2,7.7,D,0
53.567,-0.6068,323.9,1.1,1.1,2017-04-08,1103,Terra,MODIS,83,6.2,294.7,23.5,D,2
51.8354,-3.4131,327.2,1.3,1.1,2017-04-08,1103,Terra,MODIS,85,6.2,291.9,35.5,D,0
51.8335,-3.3944,307.4,1.3,1.1,2017-04-08,1103,Terra,MODIS,25,6.2,289.5,8.5,D,0
51.815,-3.4189,311.1,1.3,1.1,2017-04-08,1103,Terra,MODIS,62,6.2,292.9,12.7,D,0
51.5641,-3.7622,310.3,1.4,1.2,2017-04-08,1103,Terra,MODIS,0,6.2,296,12.1,D,2
51.5457,-0.418,305.5,1.1,1,2017-04-08,1103,Terra,MODIS,49,6.2,294.4,4.1,D,0
53.569,-0.6236,310.6,1.1,1.1,2017-04-08,1103,Terra,MODIS,69,6.2,294.8,8.4,D,2
54.7606,-1.9225,316.8,1.3,1.1,2017-04-08,1103,Terra,MODIS,77,6.2,289.5,20.8,D,0
54.7525,-1.9309,308.5,1.3,1.1,2017-04-08,1103,Terra,MODIS,67,6.2,290.4,11.3,D,0
57.3786,-4.0084,331.5,2.9,1.6,2017-04-08,1240,Terra,MODIS,84,6.2,280.1,155.4,D,0
55.4434,-2.066,310.7,4.1,1.9,2017-04-08,1240,Terra,MODIS,41,6.2,288.8,83.5,D,0
57.3775,-4.0136,325.6,2.9,1.6,2017-04-08,1240,Terra,MODIS,79,6.2,279.8,120,D,0
52.008,-0.9274,313,1,1,2017-04-08,1250,Aqua,MODIS,71,6.2,296.1,10,D,0
51.0026,-1.3974,308.6,1.1,1,2017-04-08,1250,Aqua,MODIS,66,6.2,293.3,7.4,D,0
51.1007,-1.5409,312.7,1.1,1,2017-04-08,1250,Aqua,MODIS,71,6.2,296.4,10.6,D,0
51.8596,-1.2022,312.9,1,1,2017-04-08,1250,Aqua,MODIS,70,6.2,295.3,9.5,D,0
51.862,-1.1875,325,1,1,2017-04-08,1250,Aqua,MODIS,82,6.2,296.6,21.4,D,0
51.8375,-1.2346,313.6,1,1,2017-04-08,1250,Aqua,MODIS,71,6.2,295.8,10,D,0
51.918,-0.6138,308,1,1,2017-04-08,1250,Aqua,MODIS,61,6.2,294.4,5.2,D,0
50.8285,-0.6339,306.1,1,1,2017-04-08,1250,Aqua,MODIS,22,6.2,293.2,5.1,D,0
51.1504,-1.7468,310.6,1.1,1,2017-04-08,1250,Aqua,MODIS,68,6.2,297.2,8.2,D,0
51.8272,-3.4162,308.8,1.2,1.1,2017-04-08,1250,Aqua,MODIS,56,6.2,293.2,8.5,D,0
51.8147,-3.4288,308.1,1.2,1.1,2017-04-08,1250,Aqua,MODIS,58,6.2,294.1,8,D,0
53.5716,-0.6157,328.5,1,1,2017-04-08,1250,Aqua,MODIS,74,6.2,298.3,23.8,D,0
53.565,-0.5971,305.9,1,1,2017-04-08,1250,Aqua,MODIS,30,6.2,295.6,4.3,D,2
53.2263,-1.0936,304.5,1,1,2017-04-08,1250,Aqua,MODIS,31,6.2,294.4,3.7,D,0
51.3708,-2.1581,305.3,1.1,1,2017-04-08,1250,Aqua,MODIS,55,6.2,295,4.1,D,0
51.2759,-0.881,315.1,1,1,2017-04-08,1250,Aqua,MODIS,66,6.2,295.6,10.4,D,0
51.7326,0.0002,305.6,1,1,2017-04-08,1250,Aqua,MODIS,50,6.2,294.4,4.1,D,0
52.149,-3.8425,306.6,1.2,1.1,2017-04-08,1250,Aqua,MODIS,63,6.2,293.9,7,D,0
52.7496,-1.4943,308.4,1,1,2017-04-08,1250,Aqua,MODIS,65,6.2,294.9,6.8,D,0
51.1033,-1.5259,306.9,1.1,1,2017-04-08,1250,Aqua,MODIS,62,6.2,295.4,5.9,D,0
52.1952,-1.7895,311.3,1.1,1,2017-04-08,1250,Aqua,MODIS,69,6.2,295.6,9.1,D,0
52.3119,-0.7785,304.5,1,1,2017-04-08,1250,Aqua,MODIS,52,6.2,293.8,4.2,D,0
57.3776,-4.005,364.6,1,1,2017-04-08,1251,Aqua,MODIS,100,6.2,292.7,104.6,D,0
54.471,-1.9965,308.1,1,1,2017-04-08,1251,Aqua,MODIS,67,6.2,292,7.4,D,0
